name,origin,destination,count
VITOR LIPPI,BSB,CGH,2
JOSÉ REINALDO,BSB,SLZ,8
LEOPOLDO MEYER,BSB,BSB,1
JORGE TADEU MUDALEN,FOR,SSA,1
LUIZ CARLOS HAULY,CWB,BSB,4
DANILO FORTE,FOR,BSB,10
DÉCIO LIMA,FLN,XAP,1
EDMILSON RODRIGUES,BEL,REC,1
GIACOBO,BSB,CWB,1
MARCUS PESTANA,BSB,BSB,4
ALUISIO MENDES,BSB,IMP,1
AUREO,BSB,BSB,4
JOZI ARAÚJO,BSB,BSB,14
MARIANA CARVALHO,BSB,SDU,1
FERNANDO MONTEIRO,CGH,BSB,1
ANA PERUGINI,BSB,CGH,1
JOSÉ ROCHA,SSA,VDC,2
CARLOS ZARATTINI,PPB,CGH,1
ANDRÉ FIGUEIREDO,BSB,FOR,18
PEDRO UCZAI,XAP,GRU,1
ZÉ AUGUSTO NALIN,BSB,SDU,6
DILCEU SPERAFICO,IGU,GRU,1
NELSON PELLEGRINO,CGH,SSA,4
AELTON FREITAS,CNF,BSB,3
AFONSO FLORENCE,SSA,BSB,8
BENJAMIN MARANHÃO,BSB,BSB,1
ZÉ SILVA,CNF,BSB,10
JUTAHY JUNIOR,BSB,CGH,1
FELIPE CARRERAS,BSB,REC,1
VANDER LOUBET,BSB,CGR,10
MARCELO AGUIAR,cgh,bsb,1
PROFESSORA MARCIVANIA,MCP,BSB,8
CHICO D'ANGELO,SDU,GRU,1
MARCELO SQUASSONI,GRU,BSB,2
LOBBE NETO,BSB,RAO,8
VANDER LOUBET,BSB,CGH,1
BALEIA ROSSI,CGH,BSB,1
MAIA FILHO,BSB,BSB,1
MAURO MARIANI,CWB,BSB,3
CARLOS MANATO,VIX,CGH,1
ALEXANDRE LEITE,CGH,FLN,1
ALICE PORTUGAL,SSA,SLZ,1
MARINALDO ROSENDO,SLZ,BSB,2
BENJAMIN MARANHÃO,JPA,BSB,3
NILSON LEITÃO,CGB,BSB,8
RUBENS BUENO,MGF,CWB,5
EROS BIONDINI,BSB,GRU,2
MARCIO ALVINO,BSB,SSA,2
ALFREDO KAEFER,VCP,CAC,3
HERCULANO PASSOS,CGH,BSB,4
ZÉ AUGUSTO NALIN,GIG,BSB,18
CACÁ LEÃO,IOS,SSA,1
WOLNEY QUEIROZ,BSB,PVH,1
LOBBE NETO,RAO,BSB,5
CARLOS HENRIQUE GAGUIM,BSB,SDU,1
JOSÉ REINALDO,BSB,BSB,1
CLAUDIO CAJADO,BSB,BSB,5
CARLOS ANDRADE,BSB,BSB,2
JORGE TADEU MUDALEN,GYN,CGH,1
ANÍBAL GOMES,BSB,FOR,8
ROBERTO SALES,bsb,sdu,1
SERGIO SOUZA,CAC,CWB,1
NILSON PINTO,RIA,BSB,1
ZECA DIRCEU,BSB,CGH,2
MAJOR OLIMPIO,BSB,CGH,7
HISSA ABRAHÃO,BSB,MAO,11
PEDRO PAULO,CGH,SDU,1
DAGOBERTO NOGUEIRA,BSB,SJP,1
VALTENIR PEREIRA,GRU,BSB,1
ROCHA,BSB,RBR,6
FERNANDO MONTEIRO,MCZ,BSB,1
RÔMULO GOUVEIA,BSB,NAT,3
ULDURICO JUNIOR,AJU,BSB,2
CLAUDIO CAJADO,BSB,SSA,19
VITOR VALIM,FOR,BSB,1
ARNALDO JORDY,BSB,BSB,1
ANDRÉ AMARAL,BSB,JPA,8
EFRAIM FILHO,BSB,BSB,2
JÚLIO DELGADO,CNF,BSB,9
RENZO BRAZ,BSB,GIG,15
TIRIRICA,PMW,BSB,4
FERNANDO MONTEIRO,BSB,CGH,1
REGINALDO LOPES,CNF,BSB,13
JOSÉ GUIMARÃES,BSB,FOR,8
CAIO NARCIO,UBA,CNF,1
ALUISIO MENDES,BSB,REC,1
PROFESSORA DORINHA SEABRA REZENDE,GYN,PMW,2
SÁGUAS MORAES,CGB,GRU,6
CABUÇU BORGES,MCP,BSB,3
BRUNNY,BSB,GVR,2
RONALDO BENEDET,JJG,CGH,1
HEITOR SCHUCH,BSB,XAP,1
JULIÃO AMIN,BSB,SLZ,2
VALMIR ASSUNÇÃO,SSA,FOR,1
CARLOS ANDRADE,BSB,BVB,10
MAURO LOPES,CNF,BSB,9
PROFESSOR VICTÓRIO GALLI,BSB,BSB,2
GIOVANI CHERINI,CGH,POA,1
RAIMUNDO GOMES DE MATOS,GRU,FOR,1
ZÉ GERALDO,ATM,BEL,9
CELSO MALDANER,FLN,BSB,7
EVANDRO GUSSI,BSB,JTC,1
JOSÉ FOGAÇA,BSB,BSB,2
WELITON PRADO,BSB,GRU,1
HENRIQUE FONTANA,BSB,CXJ,2
LINCOLN PORTELA,BSB,CNF,16
CELSO RUSSOMANNO,MVD,GRU,1
JARBAS VASCONCELOS,REC,CGH,2
ANDRÉ AMARAL,GIG,JPA,1
DIEGO GARCIA,MII,BSB,4
LUCIO MOSQUINI,CGB,JPR,1
SARAIVA FELIPE,CGH,BSB,1
AFONSO FLORENCE,GRU,SSA,1
RUBENS BUENO,CWB,LDB,2
ALBERTO FILHO,BSB,THE,4
JOÃO MARCELO SOUZA,SLZ,BSB,4
MARGARIDA SALOMÃO,BSB,GIG,19
AGUINALDO RIBEIRO,GRU,JPA,1
MARCUS VICENTE,BSB,BSB,7
JOÃO RODRIGUES,BSB,FLN,6
SORAYA SANTOS,BSB,BSB,30
CHRISTIANE DE SOUZA YARED,BSB,BSB,7
MARCUS PESTANA,GIG,BSB,1
JÉSSICA SALES,SJP,BSB,1
RAFAEL MOTTA,BSB,NAT,12
EDUARDO DA FONTE,BSB,CGH,5
EVANDRO ROMAN,BSB,BSB,2
JHC,MCZ,BSB,16
TIA ERON,CNF,SSA,1
ONYX LORENZONI,BSB,BSB,6
ANDRÉ FIGUEIREDO,FOR,BSB,23
DANILO FORTE,GIG,FOR,1
BENEDITA DA SILVA,CGH,SDU,1
ROBERTO BALESTRA,CGH,GYN,2
TONINHO WANDSCHEER,CWB,BSB,23
HISSA ABRAHÃO,MAO,BSB,13
VICENTINHO,CGH,PPB,1
IRAJÁ ABREU,BSB,CGH,1
JAIME MARTINS,BSB,CNF,12
MARCELO ARO,CNF-BSB,7
DIMAS FABIANO,BSB,VCP,1
JOSÉ OTÁVIO GERMANO,BSB,POA,1
GEOVANIA DE SÁ,BSB,BSB,1
BENEDITA DA SILVA,BSB,SDU,19
JOAQUIM PASSARINHO,BEL,BSB,12
DANIEL ALMEIDA,BSB,CGH,1
JOÃO CAMPOS,GRU,GYN,1
RUBENS BUENO,LDB,CWB,1
ODORICO MONTEIRO,BSB,JDO,1
PR. MARCO FELICIANO,BSB,MAB,1
ARTHUR LIRA,MCZ,GRU,1
ERIVELTON SANTANA,BSB,BSB,10
JHC,BSB,SDU,1
JOSÉ GUIMARÃES,NAT,BSB,1
OTAVIO LEITE,GIG,BSB,1
BETO SALAME,BEL,MAB,2
IRAJÁ ABREU,CGH,SDU,1
RONALDO BENEDET,JJG,BSB,4
JORGE CÔRTE REAL,REC,BSB,8
VALMIR ASSUNÇÃO,CNF,BSB,1
ALAN RICK,BSB,BSB,6
BENJAMIN MARANHÃO,BSB,JPA,7
JOSÉ MENTOR,VCP,TJL,1
GABRIEL GUIMARÃES,CNF,MOC,3
HERÁCLITO FORTES,REC,VCP,1
MARCELO ÁLVARO ANTÔNIO,BSB,IZA,1
WILSON FILHO,REC,FOR,1
MARCELO AGUIAR,CGH,BSB,11
EVANDRO GUSSI,PPB,VCP,1
ROBERTO GÓES,BSB,CGH,1
DANILO FORTE,BSB,FOR,6
GENECIAS NORONHA,SSA,BSB,3
VITOR LIPPI,CGH,BSB,3
IZAQUE SILVA,BSB,PPB,5
ADALBERTO CAVALCANTI,PNZ,GRU,1
TAKAYAMA,GRU,BSB,1
FELIPE BORNIER,SSA,GIG,2
IZAQUE SILVA,PPB,BSB,7
VICENTE CANDIDO,BSB,GRU,1
EVANDRO ROMAN,GIG,CWB,1
LUCIO VIEIRA LIMA,SSA,BSB,7
VALADARES FILHO,AJU,BSB,19
JULIÃO AMIN,BSB,BSB,1
SARAIVA FELIPE,CGH,CNF,3
SÉRGIO BRITO,BSB,FOR,2
MARCELO ARO,Cnf-Bsb,4
POLLYANA GAMA,GRU,BSB,11
FÁBIO RAMALHO,BSB,CGH,2
KEIKO OTA,BSB,GRU,11
PEDRO VILELA,MCZ,BSB,26
WALDIR MARANHÃO,BSB,CGH,4
CARLOS MELLES,BSB,RAO,15
LUIZ NISHIMORI,CGH,MGF,5
ULDURICO JUNIOR,BSB,BPS,2
MOSES RODRIGUES,BSB,BSB,5
WALDIR MARANHÃO,BSB,THE,4
LUIZ CARLOS HAULY,LDB,CWB,2
MARIA HELENA,CGH,BSB,1
CÍCERO ALMEIDA,MCZ,BSB,15
JORGE BOEIRA,BSB,BSB,5
CHICO ALENCAR,GIG,REC,1
HISSA ABRAHÃO,SDU,BSB,1
JANDIRA FEGHALI,SDU,CGH,1
JAIR BOLSONARO,BSB,GIG,2
PEDRO PAULO,BSB,BSB,4
ROBERTO SALES,BSB,SDU,15
ULDURICO JUNIOR,BSB,SSA,5
EDUARDO DA FONTE,CGH,BSB,1
RONALDO BENEDET,MAO,BSB,2
JOVAIR ARANTES,FOR,GYN,1
JOSÉ FOGAÇA,BSB,CNF,1
LELO COIMBRA,VIX,BSB,10
ULDURICO JUNIOR,BSB,BRA,1
ERIVELTON SANTANA,BSB,SSA,11
MIGUEL HADDAD,BSB,VCP,8
PAULO TEIXEIRA,BSB,GRU,1
PAULO AZI,SSA,BSB,10
ORLANDO SILVA,BSB,GRU,2
ZECA DIRCEU,CGH,SDU,1
STEFANO AGUIAR,POA,URG,1
HENRIQUE FONTANA,POA,BSB,11
HENRIQUE FONTANA,FLN,BSB,1
JOÃO CARLOS BACELAR,SSA,CGH,1
ULDURICO JUNIOR,BSB,BSB,3
WALNEY ROCHA,BSB,GIG,14
ASSIS DO COUTO,IGU,BSB,2
ELMAR NASCIMENTO,BSB,GRU,1
LUCIANA SANTOS,REC,GRU,2
FABIO GARCIA,BSB,CGB,4
HILDO ROCHA,SLZ,BSB,4
AUREO,BSB,SDU,7
VALADARES FILHO,AJU,SSA,1
FLAVIANO MELO,BSB,SDU,5
LELO COIMBRA,VIX,SSA,1
ADEMIR CAMILO,CNF,MOC,2
ASSIS MELO,CXJ,BSB,2
CARLOS MANATO,VIX,BSB,8
SERGIO ZVEITER,BSB,GIG,2
WALDIR MARANHÃO,CGH,SLZ,1
MARIANA CARVALHO,BSB,BSB,1
MAIA FILHO,CGH,BSB,1
ANDRÉ FUFUCA,BSB,SLZ,12
JORGE TADEU MUDALEN,SSA,GRU,1
EDINHO BEZ,BSB,JJG,1
ANÍBAL GOMES,FOR,BSB,8
RAQUEL MUNIZ,MOC,CNF,4
LUIZ CARLOS HAULY,GRU,CWB,1
RONALDO CARLETTO,BSB,BPS,9
ANTONIO BRITO,SSA,IOS,2
IRACEMA PORTELLA,BSB,CGH,2
IRACEMA PORTELLA,CGH,THE,2
FABIO REIS,BSB,AJU,22
MAIA FILHO,GIG,THE,2
MARA GABRILLI,BSB,BSB,3
ALBERTO FILHO,BSB,BSB,3
JOSÉ CARLOS ALELUIA,SSA,BSB,11
SARAIVA FELIPE,MOC,CNF,1
RONALDO MARTINS,BSB,BSB,4
ANDRÉ FUFUCA,GIG,SLZ,1
RONALDO CARLETTO,BSB,SSA,2
GONZAGA PATRIOTA,PNZ,REC,1
MARINALDO ROSENDO,BEL,GRU,3
SUBTENENTE GONZAGA,BSB,BSB,6
WALDENOR PEREIRA,VDC-SSA,1
AUREO,GIG,BSB,16
WEVERTON ROCHA,SLZ,BSB,12
BENITO GAMA,SSA,REC,1
LIDERANÇA DO PSDB,BSB-SSA,1
ZECA DIRCEU,BSB,BSB,6
DULCE MIRANDA,PMW,BSB,13
PAULO MAGALHÃES,SSA,PNZ,1
MIRO TEIXEIRA,BSB,BSB,13
LEONARDO QUINTÃO,CNF,BSB,10
TENENTE LÚCIO,CNF,UDI,2
BEBETO,BSB,SSA,5
PAULO TEIXEIRA,SLZ,CGH,1
MAIA FILHO,BSB,THE,1
VICENTE CANDIDO,BSB,GIG,1
ROGÉRIO PENINHA MENDONÇA,BSB,FLN,18
WLADIMIR COSTA,GRU,BEL,1
ZECA DIRCEU,CWB,MGF,11
EVANDRO ROMAN,BSB,CAC,1
LAUDIVIO CARVALHO,CNF,BSB,2
MISSIONÁRIO JOSÉ OLIMPIO,RAO,BSB,1
JORGE SOLLA,SSA,GIG,1
WELLINGTON ROBERTO,JPA,BSB,14
DIMAS FABIANO,CNF,BSB,1
CHICO LOPES,BSB,BSB,5
JORGE TADEU MUDALEN,BVB,SDU,1
JOÃO PAULO PAPA,BSB,CGH,10
NELSON PADOVANI,CAC,BSB,3
DARCÍSIO PERONDI,PFB,BSB,1
AROLDE DE OLIVEIRA,BSB,BSB,2
TENENTE LÚCIO,UDI,CNF,2
MARCELO MATOS,SDU,BSB,1
ROBERTO SALES,gig,bsb,1
DR. SINVAL MALHEIROS,BSB,CGH,2
SARAIVA FELIPE,BSB,CNF,4
DELEY,BSB,SDU,5
EDUARDO DA FONTE,BSB,BSB,11
SÉRGIO BRITO,BRA,BSB,1
EVANDRO GUSSI,BSB,ARU,2
CAJAR NARDES,POA,BSB,8
TIRIRICA,FOR,BSB,9
ADÉRMIS MARINI,BSB,RAO,18
WADIH DAMOUS,BSB,BSB,8
VITOR VALIM,BSB,FOR,9
JARBAS VASCONCELOS,REC,BSB,9
HERCULANO PASSOS,BSB,CNF,1
ESPERIDIÃO AMIN,BSB,BSB,4
NILSON LEITÃO,OPS,CGB,8
SÉRGIO BRITO,SSA,GRU,3
MANDETTA,BSB,SDU,6
WELLINGTON ROBERTO,BSB,REC,2
FÁBIO RAMALHO,CGH,BSB,1
WALDIR MARANHÃO,CGH,BSB,4
AFONSO FLORENCE,IOS,SSA,1
PAES LANDIM,BSB,BSB,6
CLEBER VERDE,BSB,SLZ,1
MOSES RODRIGUES,GIG,BSB,1
SÉRGIO BRITO,BRA,SSA,1
RENATO ANDRADE,BSB,BSB,1
ELMAR NASCIMENTO,PNZ,SSA,1
OTAVIO LEITE,BSB,BSB,3
JÉSSICA SALES,BSB,GIG,1
MARCOS ABRÃO,GYN,BSB,1
NELSON PELLEGRINO,BSB,CGH,1
RONALDO CARLETTO,BSB,BSB,7
RAQUEL MUNIZ,BSB,CNF,5
JOSÉ GUIMARÃES,FOR,BSB,12
ZECA CAVALCANTI,BSB,BSB,4
AFONSO HAMM,POA,BSB,8
SERGIO SOUZA,BSB,IGU,1
ZECA DIRCEU,MGF,CWB,5
RENATO ANDRADE,BSB-BHZ,1
RENATO MOLLING,BSB,POA,15
CAETANO,BSB,BSB,8
BEBETO,SSA,BSB,8
CAETANO,CGH,SSA,2
JORGE SOLLA,VDC,SSA,1
BENEDITA DA SILVA,JPA,GIG,1
PEDRO PAULO,BSB,GIG,2
CELSO JACOB,BSB,SDU,15
GEOVANIA DE SÁ,BSB,FLN,1
ORLANDO SILVA,SDU,CGH,1
LUIZ COUTO,BSB,CNF,1
NILTO TATTO,FOR,CGH,2
SILVIO COSTA,CGH,REC,2
FÁBIO RAMALHO,CNF,CGH,1
ALEX CANZIANI,CWB,BSB,1
MANDETTA,BSB,BSB,10
CÍCERO ALMEIDA,BSB,MCZ,10
LUIZA ERUNDINA,REC,BSB,1
DIMAS FABIANO,BSB,CNF,2
LUIS CARLOS HEINZE,BSB,POA,2
SILVIO COSTA,BSB,REC,13
SIMÃO SESSIM,BSB,GIG,1
JOÃO PAULO PAPA,BSB,BSB,2
RUBENS PEREIRA JÚNIOR,BSB,FOR,1
JOÃO PAULO PAPA,CGH,BSB,10
NELSON MARQUEZELLI,BSB,VCP,7
YEDA CRUSIUS,SDU,POA,1
ALEX CANZIANI,BSB,CGH,1
JAIME MARTINS,VCP,BSB,1
PAULO ABI-ACKEL,BSB,CGH,2
MARCOS SOARES,BSB,GIG,13
PAES LANDIM,GRU,PHB,1
LOURIVAL GOMES,BSB,BSB,2
HENRIQUE FONTANA,POA,CGH,3
ALICE PORTUGAL,SSA,CGH,1
BETO MANSUR,CGH,SDU,1
CAETANO,BSB,BRA,2
ANDRÉ FUFUCA,BSB,BSB,11
HEITOR SCHUCH,BSB,POA,4
PEPE VARGAS,CGH,CXJ,1
EROS BIONDINI,BSB,MCZ,2
MARCOS MONTES,BSB,CGH,1
CAETANO,BSB,SSA,12
GIOVANI CHERINI,BSB-POA,2
PATRUS ANANIAS,BSB,FOR,1
LAERCIO OLIVEIRA,BSB,AJU,8
DANILO FORTE,BSB,BSB,9
LUCIO MOSQUINI,BSB,PVH,5
RICARDO IZAR,BSB,RAO,1
ELCIONE BARBALHO,BEL,BSB,13
ARTHUR LIRA,BSB,MCZ,34
MOISÉS DINIZ,BSB,CGH,3
ZÉ AUGUSTO NALIN,BSB,REC,1
ESPERIDIÃO AMIN,FLN,XAP,2
HUGO LEAL,BSB,BSB,4
MARINALDO ROSENDO,REC,BEL,2
EVAIR VIEIRA DE MELO,CNF,BSB,1
PROFESSOR VICTÓRIO GALLI,SMT,CGB,1
LEONARDO MONTEIRO,CNF,BSB,11
LEOPOLDO MEYER,BSB,PMW,1
LUIZ LAURO FILHO,BSB,VCP,10
PEDRO VILELA,BSB,BSB,12
BEBETO,IOS-BSB,1
CAETANO,IOS,SSA,1
BEBETO,BSB-SSA,6
LAURA CARNEIRO,BSB,SDU,17
EVANDRO GUSSI,PPB,BSB,3
MÁRIO NEGROMONTE JR.,SSA,BSB,6
YEDA CRUSIUS,POA,BSB,5
BETO SALAME,BSB,MAB,10
SARAIVA FELIPE,SDU,CNF,1
ODORICO MONTEIRO,LIS,BCN,1
ASSIS DO COUTO,BSB,IGU,5
MARCO TEBALDI,BSB,BSB,7
ANTÔNIO JÁCOME,BSB,CGH,2
NELSON MEURER,CWB,BSB,10
JUNIOR MARRECA,SLZ,GRU,1
WELLINGTON ROBERTO,GIG,BSB,1
SÁGUAS MORAES,CGB,BSB,6
EDUARDO BARBOSA,BSB,VDC,1
FLAVINHO,GRU,BSB,8
JARBAS VASCONCELOS,BSB,REC,21
VANDER LOUBET,cgr,bsb,3
BEBETO,IOS-SSA,1
JOSÉ AIRTON CIRILO,FOR,BSB,11
LUIZ CARLOS HAULY,CWB,LDB,3
JOSÉ FOGAÇA,POA,BSB,10
SIMÃO SESSIM,SDU,BSB,10
JOSÉ NUNES,SSA,BSB,26
ZECA DO PT,BSB,CGR,23
VALMIR PRASCIDELLI,BSB,CGH,11
JÉSSICA SALES,BSB,BSB,3
ODORICO MONTEIRO,VCP,FOR,1
TADEU ALENCAR,REC,JDO,2
LINCOLN PORTELA,MOC,CNF,1
DELEGADO FRANCISCHINI,MGF,BSB,1
NELSON PADOVANI,BSB,IGU,2
HERÁCLITO FORTES,BSB,CGH,2
LUCIANA SANTOS,GRU,REC,3
PAULO ABI-ACKEL,CGH,CNF,3
ALCEU MOREIRA,BSB,POA,8
JORGE SOLLA,BSB,SSA,7
DR. SINVAL MALHEIROS,SJP,BSB,2
VICENTINHO,PPB,VCP,1
ROBINSON ALMEIDA,SSA,IOS,1
POLLYANA GAMA,BSB,GRU,9
GUILHERME COELHO,PNZ,BSB,10
PAULO MAGALHÃES,SSA,IOS,1
JORGE TADEU MUDALEN,FOR,CGH,1
BETO SALAME,MAB,BEL,8
MARIANA CARVALHO,pvh-bsb,1
SORAYA SANTOS,SDU,BSB,28
MIGUEL LOMBARDI,BSB,SDU,1
LUIZ CARLOS HAULY,CWB,CGH,1
CHICO ALENCAR,SDU,BSB,12
DÉCIO LIMA,CGH,BSB,1
ERIVELTON SANTANA,BSB,VDC,1
VICTOR MENDES,SLZ,BSB,8
FRANKLIN,CGH,CNF,1
CELSO RUSSOMANNO,BSB,CGH,14
JEFFERSON CAMPOS,BSB,VCP,9
PEDRO UCZAI,XAP,FLN,9
GENECIAS NORONHA,FOR,BSB,7
COVATTI FILHO,POA,BSB,8
DULCE MIRANDA,BSB,PMW,4
GENECIAS NORONHA,FOR,SSA,1
LUIZA ERUNDINA,BSB,JPA,1
LEO DE BRITO,CZS,RBR,1
RONALDO CARLETTO,CNF,BPS,1
MAURO LOPES,SDU,CNF,1
MARINALDO ROSENDO,CGH,REC,6
CAJAR NARDES,BSB,BSB,1
HENRIQUE FONTANA,RIA,BSB,1
JHC,GYN,PMW,1
ALEXANDRE VALLE,BSB,SDU,2
EZEQUIEL TEIXEIRA,BSB,GIG,23
VALMIR ASSUNÇÃO,SSA,GRU,1
DANIEL COELHO,BSB,REC,15
DANIEL ALMEIDA,SSA,PNZ,1
EDUARDO BOLSONARO,BSB,SDU,1
WALDIR MARANHÃO,IMP,SLZ,2
RONALDO BENEDET,BSB,VCP,1
EDUARDO CURY,MAD,GRU,1
AROLDE DE OLIVEIRA,BSB,SDU,10
BALEIA ROSSI,RAO,CGH,1
HÉLIO LEITE,BSB,BEL,10
HÉLIO LEITE,BEL,GRU,2
REINHOLD STEPHANES,BSB,BSB,1
BETO ROSADO,BSB,MCZ,1
MÁRCIO MARINHO,BSB,CNF,1
SILAS CÂMARA,SDU,BSB,1
HIRAN GONÇALVES,BSB,BVB,1
ROSINHA DA ADEFAL,BSB,BSB,8
DAVIDSON MAGALHÃES,BPS,SSA,4
DULCE MIRANDA,FOR,BSB,1
JOSÉ GUIMARÃES,BSB,CGH,8
VALTENIR PEREIRA,BSB,CGB,10
FRANKLIN,CNF,GRU,3
PAULO FEIJÓ,BSB,SDU,21
PEDRO PAULO,SDU,BSB,9
TIRIRICA,BSB,FOR,5
JOÃO DANIEL,AJU,CGH,1
MAIA FILHO,THE,BSB,2
JAIME MARTINS,CNF,VCP,1
FÁBIO MITIDIERI,BSB,SSA,2
MAJOR OLIMPIO,BSB,SJP,1
HIRAN GONÇALVES,BSB,BSB,1
PROFESSOR VICTÓRIO GALLI,GRU,CGB,1
VALMIR ASSUNÇÃO,BPS,SSA,2
JUNIOR MARRECA,SLZ,GIG,2
WILSON FILHO,JDO,BSB,1
RICARDO TRIPOLI,BSB,CGH,16
VANDER LOUBET,REC,BSB,1
CABO SABINO,JDO,BSB,1
ELIZIANE GAMA,SLZ,IMP,1
GONZAGA PATRIOTA,JDO,BSB,2
LUIZ CARLOS HAULY,BSB,CWB,1
BENITO GAMA,CGH,SSA,1
TAKAYAMA,GRU,CWB,1
IRAJÁ ABREU,GRU,BSB,1
BETINHO GOMES,BSB,BSB,1
EDMILSON RODRIGUES,BSB,BEL,12
ALESSANDRO MOLON,SDU,CGH,1
JUNIOR MARRECA,GIG,SLZ,1
BENITO GAMA,BSB,SSA,9
CARLOS MANATO,FOR,BSB,1
SUBTENENTE GONZAGA,BSB,CNF,11
BETO MANSUR,CGH,BSB,10
JOSÉ OTÁVIO GERMANO,BSB,BSB,3
YEDA CRUSIUS,POA,CGH,1
ALICE PORTUGAL,SSA,BSB,13
BENITO GAMA,BSB,BSB,2
MARINHA RAUPP,BSB,CGB,4
MARCUS VICENTE,VIX,BSB,5
ALEX CANZIANI,CWB,SDU,1
MARCO ANTÔNIO CABRAL,SDU,BSB,44
JAIR BOLSONARO,BSB,SDU,6
ALEX CANZIANI,BSB,BSB,19
TIRIRICA,BSB,FLN,4
ROBERTO DE LUCENA,BSB,NAT,1
JÉSSICA SALES,BSB,SJP,2
MARCOS MONTES,CGH,BSB,1
CARLOS GOMES,GIG,BSB,1
ALFREDO KAEFER,BSB,IGU,3
PEPE VARGAS,BSB,CNF,2
JERÔNIMO GOERGEN,BSB,BSB,4
ROCHA LOURES,CWB,BSB,2
MARCO TEBALDI,CWB,BSB,13
NELSON MEURER,BSB,BSB,12
MÁRCIO MARINHO,BSB,SSA,17
LUIZ SÉRGIO,BSB,CGH,2
ARNALDO FARIA DE SÁ,BSB,CGH,11
PAES LANDIM,THE,REC,1
HERCULANO PASSOS,VCP,BSB,5
FLAVIANO MELO,BSB,GRU,1
LINDOMAR GARÇON,PVH,BSB,2
LUIZ CARLOS HAULY,LDB,BSB,1
RENZO BRAZ,GIG,BSB,4
JOSÉ CARLOS ALELUIA,GIG,BSB,1
NELSON PELLEGRINO,SSA,IOS,3
PASTOR EURICO,BSB,BSB,1
ANDRÉ DE PAULA,BSB,REC,14
JOSÉ PRIANTE,BEL,BSB,4
RAIMUNDO GOMES DE MATOS,FOR,GRU,1
VENEZIANO VITAL DO RÊGO,BSB,JPA,14
ALEX CANZIANI,CGH,LDB,2
EFRAIM FILHO,GIG,JPA,2
CAIO NARCIO,BSB,SJP,1
CARLOS HENRIQUE GAGUIM,GRU,BSB,1
ÁTILA LINS,BSB,BSB,4
FÁBIO MITIDIERI,BSB,CGH,1
ROCHA LOURES,BSB,CGH,1
EDUARDO BOLSONARO,POA-BSB,1
HISSA ABRAHÃO,BSB,SDU,1
MÁRCIO MARINHO,BSB,BSB,3
JHC,BSB,REC,1
VALMIR ASSUNÇÃO,GRU,SSA,1
SERGIO ZVEITER,BSB,SDU,22
JOSÉ MENTOR,CNF,CGH,1
PASTOR EURICO,REC,BSB,4
THIAGO PEIXOTO,GYN,BSB,2
WALDIR MARANHÃO,IMP,BSB,1
LAURA CARNEIRO,BSB,BSB,2
ANTONIO CARLOS MENDES THAME,BSB,RAO,1
DULCE MIRANDA,CGH,GYN,1
SERGIO SOUZA,bsb,cwb,1
MIGUEL LOMBARDI,CNF,VCP,1
ADAIL CARNEIRO,FOR,BSB,7
CELSO RUSSOMANNO,CGH,BSB,16
PAULÃO,BSB,BSB,7
PEDRO CHAVES,GYN,SDU,1
ARTHUR OLIVEIRA MAIA,BSB,VCP,1
LOURIVAL GOMES,BSB,SDU,8
PR. MARCO FELICIANO,BSB,GRU,1
ARNALDO JORDY,MCP,BEL,1
TADEU ALENCAR,BSB,JDO,1
RONALDO CARLETTO,SSA,BPS,1
MAJOR OLIMPIO,CGH,BSB,4
ANDRÉ FIGUEIREDO,BSB,JDO,1
VICENTINHO,JPA,VCP,1
JOÃO RODRIGUES,FLN,XAP,9
RENATO ANDRADE,CNF,BSB,1
GUILHERME COELHO,REC,BSB,2
SORAYA SANTOS,GIG,BSB,1
CELSO RUSSOMANNO,BSB,BSB,7
PAUDERNEY AVELINO,NAT,BSB,2
DAMIÃO FELICIANO,JPA,BSB,6
LÚCIO VALE,BEL,BSB,10
VALMIR PRASCIDELLI,CGH,BSB,15
PEDRO CUNHA LIMA,JPA,BSB,9
DAMIÃO FELICIANO,BSB,GRU,1
DANIEL ALMEIDA,GRU,BSB,1
PAULO ABI-ACKEL,BSB,BSB,6
SHÉRIDAN,BSB,MAO,1
WALTER ALVES,JPA,BSB,1
WELLINGTON ROBERTO,SDU,BSB,1
STEFANO AGUIAR,CNF,BSB,8
OSMAR SERRAGLIO,BSB,LDB,1
CARLOS MANATO,GRU,VIX,1
CÉSAR MESSIAS,CZS,RBR,3
CHICO D'ANGELO,SDU,BSB,13
JORGE SOLLA,BSB,BSB,2
LOBBE NETO,BSB,VCP,5
CESAR SOUZA,NVT,BSB,1
ALEXANDRE SERFIOTIS,BSB,SDU,3
MARINHA RAUPP,CGB,OAL,2
NELSON MEURER,CGH,BSB,1
NELSON PADOVANI,IGU,CWB,2
ADELMO CARNEIRO LEÃO,UBA,CNF,3
HENRIQUE FONTANA,FLN,POA,1
JOSUÉ BENGTSON,BSB,BSB,4
WEVERTON ROCHA,SLZ,THE,2
MARINALDO ROSENDO,REC,BSB,30
RONALDO CARLETTO,SSA,BSB,14
CARLOS BEZERRA,CGB,ROO,1
GENECIAS NORONHA,FOR,BEL,1
DARCÍSIO PERONDI,POA,BSB,6
DELEGADO ÉDER MAURO,BEL,BSB,6
VICENTINHO,CGH,BSB,7
CONCEIÇÃO SAMPAIO,BSB,MAO,2
