name,origin,destination,count
FRANCISCO CHAPADINHA,BEL,STM,2
MENDONÇA FILHO,REC,GRU,22
SILVIO TORRES,CGH,SDU,1
ADILTON SACHETTI,GRU,BSB,2
SHÉRIDAN,BVB-BSB,30
FRANCISCO CHAPADINHA,BEL,BSB,4
FRANKLIN,BSB,GRU,40
CARLOS MARTINS,BEL,BSB,1
LEOPOLDO MEYER,CWB,CGH,1
CARLOS MARTINS,BEL,STM,1
FÁBIO FARIA,MCZ,BSB,1
DELEGADO FRANCISCHINI,BSB,BSB,5
LÁZARO BOTELHO,PMW,AUX,10
CHICO D'ANGELO,BSB,SSA,1
OSMAR TERRA,REC,BSB,1
CABUÇU BORGES,BSB,CGH,1
GUILHERME CAMPOS,BSB,BSB,1
LUIZ NISHIMORI,BSB,VCP,2
OTAVIO LEITE,CGH,SDU,12
RUBENS BUENO,CWB,BSB,85
ALEX CANZIANI,SDU,BSB,6
CHICO ALENCAR,GYN,SDU,1
ANTÔNIO JÁCOME,BSB,GRU,2
PAULO PIMENTA,BSB,BSB,29
EVANDRO ROMAN,CWB,BSB,30
MÁRCIO MARINHO,BRA,SSA,1
STEFANO AGUIAR,BSB,CNF,59
JEFFERSON CAMPOS,CNF,VCP,1
SÉRGIO BRITO,BSB,VDC,1
ANDERSON FERREIRA,BSB,BSB,79
ADEMIR CAMILO,BSB,BSB,83
BRUNA FURLAN,CGH,BSB,203
INDIO DA COSTA,BSB,BSB,103
ELCIONE BARBALHO,VCP,BSB,3
DANRLEI DE DEUS HINTERHOLZ,BSB,BSB,64
WLADIMIR COSTA,BSB,BEL,36
TIRIRICA,BSB,BSB,26
VALDIR COLATTO,POA,FLN,1
MARIANA CARVALHO,BSB,CGH,2
ADEMIR CAMILO,CGH,BSB,5
VILSON COVATTI,BSB,POA,4
CHICO ALENCAR,CGH,BSB,2
FÁBIO MITIDIERI,GIG,BSB,2
LELO COIMBRA,CGH,BSB,2
LUIZ CARLOS BUSATO,POA,BSB,97
PROFESSORA DORINHA SEABRA REZENDE,BSB,GYN,6
FÁBIO RAMALHO,CGH,CNF,3
MARCELO CASTRO,CGH,BSB,3
JOÃO CAMPOS,BSB,GYN,19
AELTON FREITAS,UDI,BSB,14
HUGO MOTTA,JPA,CWB,1
LELO COIMBRA,BSB,BSB,41
AFONSO FLORENCE,CGH,SSA,1
MARCELO CASTRO,BSB,SLZ,1
WILSON FILHO,REC,BSB,2
RONALDO CARLETTO,BSB,CNF,1
LUIZ NISHIMORI,CWB,MGF,9
NELSON MARQUEZELLI,RAO,BSB,33
CARLOS MARUN,CNF,CGR,1
MANDETTA,SDU,JPA,1
MAJOR OLIMPIO,RAO,GRU,1
TIRIRICA,BSB,SSA,2
MARIA DO ROSÁRIO,BSB,POA,63
AFONSO HAMM,BSB,BSB,128
ARNON BEZERRA,JDO,FOR,27
JOÃO CARLOS BACELAR,SSA,BSB,59
BETINHO ROSADO,NAT,BSB,3
ADELMO CARNEIRO LEÃO,CNF,BSB,47
ALUISIO MENDES,CWB,CGH,1
IRAJÁ ABREU,VCP,BSB,2
CHICO ALENCAR,BSB,SSA,1
JOSÉ HUMBERTO,SDU,BSB,1
DIEGO GARCIA,CWB,IGU,2
INDIO DA COSTA,CGH,BSB,5
JUSCELINO FILHO,BSB,REC,1
MARINHA RAUPP,PPB,BSB,1
HERÁCLITO FORTES,VCP,REC,1
ALICE PORTUGAL,SSA,GRU,5
EZEQUIEL FONSECA,CGH,BSB,1
MARCELO AGUIAR,GRU,BSB,3
JÔ MORAES,CGR,BSB,1
RENZO BRAZ,BSB,SJP,1
WALTER ALVES,NAT,GRU,1
ESPERIDIÃO AMIN,FLN,BSB,106
CABO DACIOLO,CNF,BSB,1
WOLNEY QUEIROZ,CGH,BSB,5
WALTER IHOSHI,BSB,RAO,1
JERÔNIMO GOERGEN,SDU,BSB,1
TIRIRICA,CGH,BSB,21
ZÉ SILVA,CNF,POA,1
CHICO ALENCAR,BSB,BSB,39
DELEGADO FRANCISCHINI,CGH,BSB,2
DAMIÃO FELICIANO,JPA,FLN,1
NILTON CAPIXABA,BSB,CGB,7
LUIZ SÉRGIO,SDU,CGH,6
MAJOR OLIMPIO,VCP,PPB,1
CACÁ LEÃO,BSB,CGH,11
ADRIAN,GIG,BSB,1
ROSANGELA GOMES,GIG,BSB,39
FRANCISCO CHAGAS,MGF,CGH,2
VICENTINHO,SJP,VCP,1
GENECIAS NORONHA,BSB,MAO,1
BETO ROSADO,NAT,BSB,77
DR. ROSINHA,CAC,CWB,1
HÉLIO SANTOS,BSB,IMP,1
RAQUEL MUNIZ,BSB,MOC,4
ALTINEU CÔRTES,SDU-BSB,2
FABIO GARCIA,cgb-bsb,1
MAURO MARIANI,POA,BSB,1
JOÃO CARLOS BACELAR,SDU,CGH,3
JUNIOR MARRECA,CGH,BSB,2
JOSÉ CARLOS ARAÚJO,GRU,SSA,1
JOSE STÉDILE,BSB,RIA,1
ESPERIDIÃO AMIN,SLZ,GRU,1
MARCELO ARO,BSB,CNF,23
AMIR LANDO,PVH,BVH,1
MARCELO CASTRO,SLZ,THE,1
EVAIR VIEIRA DE MELO,CGH,BSB,3
RODRIGO MAIA,SDU,BSB,41
RODRIGO BETHLEM,BSB,SDU,2
MARCOS ROTTA,MCP,BSB,1
SARNEY FILHO,BSB,GIG,4
LUIZ CLÁUDIO,BSB,CGB,1
ALEXANDRE BALDY,BSB,BSB,24
ANGELIM,RBR,BSB,50
TONINHO WANDSCHEER,BSB,IGU,1
JOÃO RODRIGUES,FLN,BSB,25
MAJOR OLIMPIO,BSB,FOR,1
MÁRCIO MARINHO,BSB,GRU,3
EDUARDO DA FONTE,GRU,BSB,1
DIEGO ANDRADE,CNF,CNF,1
GIACOBO,CWB,BSB,39
RICARDO BARROS,BSB,GIG,2
EDMILSON RODRIGUES,BEL,MCP,1
RAUL JUNGMANN,BSB,JDO,1
MARIA HELENA,POA,BSB,1
EVANDRO GUSSI,BSB,CGH,37
JÔ MORAES,POA,CNF,1
DAMIÃO FELICIANO,JPA,FOR,1
JHC,BSB,VCP,1
ALCEU MOREIRA,POA,BSB,30
MARCO TEBALDI,BSB,XAP,12
JÚLIO DELGADO,GIG,BSB,3
ROMÁRIO,BSB,BSB,2
JORGE BOEIRA,POA,BSB,10
PEPE VARGAS,BSB,POA,12
NEWTON CARDOSO JR,GRU,CNF,1
JOÃO PAULO LIMA,REC,GRU,2
GIVALDO VIEIRA,SJP,BSB,2
RENATA ABREU,BSB,SJP,1
JOÃO DANIEL,REC,BSB,1
MANOEL JUNIOR,THE,REC,1
MACEDO,BSB,BSB,9
EVANDRO GUSSI,CNF,GRU,1
JOSÉ MENTOR,GRU,BSB,3
WADSON RIBEIRO,CGH,BSB,2
JOSÉ REINALDO,BSB,PLU,1
MARCOS SOARES,CGH,BSB,3
HERÁCLITO FORTES,BSB,GRU,1
MAURO PEREIRA,BSB,BSB,23
RONALDO BENEDET,FLB,BSB,1
ZECA DIRCEU,MGF,GRU,1
JOÃO DANIEL,AJU,GRU,4
ELISEU PADILHA,BSB,BSB,1
JANETE CAPIBERIBE,BSB,BSB,12
SUBTENENTE GONZAGA,SSA,BSB,1
ADEMIR CAMILO,BSB,SDU,2
EVANDRO MILHOMEN,BSB,BSB,2
FELIPE BORNIER,BSB,GYN,1
DIEGO ANDRADE,PLU,BSB,3
ELEUSES PAIVA,BSB,BSB,1
ULDURICO JUNIOR,BSB,FOR,1
JÚLIA MARINHO,BSB,PMW,7
MARA GABRILLI,SJP,CGH,3
HERÁCLITO FORTES,SDU,BSB,1
PAULO TEIXEIRA,BSB,BSB,38
CHICO D'ANGELO,BSB,SDU,77
DANILO FORTE,SSA,REC,1
ANGELIM,NAT,BSB,2
MARCELO CASTRO,BSB,SDU,2
EZEQUIEL FONSECA,BSB,CGH,1
HÉLIO LEITE,GIG,BEL,2
HUGO LEAL,GIG,BSB,8
MARIA DO ROSÁRIO,CGH,POA,1
PAULO MALUF,CGH,BSB,106
AUGUSTO COUTINHO,VCP,REC,1
EZEQUIEL FONSECA,BSB,CGB,74
LUIZIANNE LINS,SSA,GIG,2
NELSON MARQUEZELLI,BSB,RAO,63
CABO DACIOLO,BSB,POA,1
FÁBIO RAMALHO,BSB,CNF,118
JHC,GRU,BSB,4
SARNEY FILHO,SLZ,GRU,2
ASSIS DO COUTO,MCZ,BSB,1
ARTHUR LIRA,GIG,MCZ,2
PAULO TEIXEIRA,BSB,SSA,6
JÚLIA MARINHO,BSB,POA,1
ROBERTO BRITTO,SSA,CNF,1
VALMIR PRASCIDELLI,BSB,GRU,8
RONALDO CARLETTO,BSB,CGH,2
BETO FARO,BSB,SSA,1
ZECA DIRCEU,CWB,CAC,1
JOSÉ FOGAÇA,BSB,POA,52
ALEXANDRE SILVEIRA,CNF,CGH,1
GONZAGA PATRIOTA,BSB,JDO,7
ALEXANDRE SILVEIRA,IPN,PLU,1
CARLOS GOMES,BSB,CGH,1
ELIZIANE GAMA,GRU,SLZ,2
OSVALDO REIS,AUX,BSB,1
PAULO ABI-ACKEL,CNF,CGH,6
MANOEL SALVIANO,BSB,JDO,2
DIEGO ANDRADE,CNF,CGH,4
JEAN WYLLYS,VCP,BSB,1
RICARDO IZAR,BSB,VCP,3
SARAIVA FELIPE,BSB,UDI,1
ODELMO LEÃO,SDU,BSB,1
CARLOS MARUN,CGB,CGR,1
HERCULANO PASSOS,BSB,VCP,52
HUGO MOTTA,VCP,BSB,2
TAKAYAMA,VCP,BSB,1
BENEDITA DA SILVA,GIG,MVD,1
DR. ROSINHA,CWB,LDB,2
DÉCIO LIMA,BSB,FLN,33
OTAVIO LEITE,BSB,SDU,57
RENATA ABREU,BSB,BEL,2
POMPEO DE MATTOS,POA,CGH,1
BETO FARO,BSB,BSB,98
WALDIR MARANHÃO,VCP,BSB,1
JOÃO PAULO PAPA,SDU,BSB,3
MOSES RODRIGUES,SSA,BSB,1
RENZO BRAZ,CGH,BSB,1
CARLOS GOMES,BSB,BSB,35
AUGUSTO COUTINHO,BSB,GRU,1
PR. MARCO FELICIANO,BSB,CNF,2
WALDENOR PEREIRA,BSB,SSA,54
CACÁ LEÃO,BSB,BSB,93
HEITOR SCHUCH,POA,BSB,57
BRUNO ARAÚJO,GIG,REC,3
DIEGO GARCIA,THE,BSB,2
VINICIUS GURGEL,CGH,SDU,2
JHC,BSB,VIX,2
RENZO BRAZ,BSB,BSB,30
CARMEN ZANOTTO,BSB,GRU,1
LINCOLN PORTELA,BSB,PLU,31
RICARDO BARROS,CGR,MGF,1
ANA PERUGINI,BSB,BSB,19
FABIO REIS,REC,BSB,1
FRANKLIN,SSA,BSB,1
WLADIMIR COSTA,BSB,BSB,58
EDINHO BEZ,XAP,FLN,1
JUNIOR MARRECA,BSB,SLZ,24
RONALDO LESSA,MCZ,BSB,85
ADILTON SACHETTI,BSB,CWB,1
BRUNNY,CNF,IPN,4
ENIO VERRI,GRU,BSB,1
MARCELO ARO,SDU-BSB,1
LUCIANA SANTOS,PNZ,REC,4
SHÉRIDAN,BSB-CGH,5
ANGELO VANHONI,CWB,BSB,1
CARLOS SAMPAIO,BSB,SDU,8
MARINALDO ROSENDO,BSB,VCP,4
WLADIMIR COSTA,CGH,BSB,22
FRANKLIN,MOC,GRU,1
HUGO MOTTA,BSB,JDO,1
CACÁ LEÃO,CGH,BSB,7
GEOVANIA DE SÁ,CGH,BSB,2
IRAJÁ ABREU,JPA,BSB,1
LUCIANO DUCCI,MCZ,BSB,2
LUIZ SÉRGIO,SDU,BSB,154
CARLOS MELLES,RAO,LDB,1
SARNEY FILHO,BSB,GRU,2
INDIO DA COSTA,BSB,SDU,99
LOBBE NETO,VCP,BSB,5
ANGELIM,SSA,BSB,1
ANA PERUGINI,BSB,SSA,2
LUIZ CLÁUDIO,BSB,CNF,1
ZÉ CARLOS,CWB,BSB,2
WADSON RIBEIRO,CGH,CNF,6
EXPEDITO NETTO,BSB,JPR,2
BRUNNY,GVR,PLU,2
PAULO MALUF,BSB,CGH,126
DIEGO ANDRADE,BSB,PLU,4
FÁBIO RAMALHO,GRU,BPS,1
SERGIO VIDIGAL,VIX,CGH,1
BETO SALAME,SDU,MAB,1
JOSÉ MENTOR,BSB,CNF,2
EDUARDO BARBOSA,VCP,CNF,2
CACÁ LEÃO,BSB,BRA,6
CARMEN ZANOTTO,FLN,BSB,57
RODRIGO MAIA,SSA,BSB,1
MARCELO ÁLVARO ANTÔNIO,CNF,UDI,1
CARLOS GOMES,CGH,BSB,2
SILAS CÂMARA,BSB,BSB,62
CACÁ LEÃO,BSB,SSA,105
DR. JOÃO,POA,GIG,1
JEAN WYLLYS,NAT,BSB,1
LINCOLN PORTELA,CNF,CFB,1
OLIVEIRA FILHO,BSB,CWB,1
MANOEL JUNIOR,CGH,POA,1
CHICO ALENCAR,BSB,SDU,56
LELO COIMBRA,BSB,SDU,1
WALTER ALVES,BSB,NAT,73
LAERCIO OLIVEIRA,BSB,VCP,1
LUIZ SÉRGIO,BSB,GIG,33
MANOEL SALVIANO,JDO,FOR,3
DR. GRILO,BSB,BSB,3
MARCOS MONTES,BSB,PLU,1
GERALDO RESENDE,SJP,BSB,1
ADALBERTO CAVALCANTI,BSB,BSB,13
PAULO ABI-ACKEL,CNF,CNF,1
PEDRO CUNHA LIMA,JDO,BSB,1
MACEDO,REC,BSB,2
PAULO PIMENTA,BSB,SDU,1
ADEMIR CAMILO,CGH,SDU,1
EVANDRO GUSSI,MII,BSB,10
LUIS TIBÉ,BPS,BSB,2
SIBÁ MACHADO,GRU,BSB,1
ONYX LORENZONI,POA,GRU,1
CAIO NARCIO,RAO,PLU,1
ADALBERTO CAVALCANTI,BSB,SSA,11
AFONSO HAMM,BSB,SDU,1
MARGARIDA SALOMÃO,CNF,BSB,13
OSMAR TERRA,BSB,REC,1
JAIR BOLSONARO,REC,GIG,1
JOÃO CARLOS BACELAR,SSA,SDU,1
GUILHERME MUSSI,CGH,BSB,146
CLAUDIO CAJADO,BSB,GIG,2
NILSON LEITÃO,BSB,VCP,1
OTAVIO LEITE,BSB,AJU,2
WELLINGTON ROBERTO,CGH,JPA,5
ASSIS CARVALHO,REC,MCZ,1
CÉSAR HALUM,BSB,GRU,1
WALTER TOSTA,CNF,BSB,2
WADSON RIBEIRO,BSB,CGH,8
ORLANDO SILVA,GRU,SLZ,2
JOÃO CAMPOS,GYN,GRU,2
GUILHERME MUSSI,BSB,BSB,207
WELLINGTON ROBERTO,BSB,JPA,162
CLAUDIO CAJADO,SSA,BSB,62
MANOEL JUNIOR,BSB,PMW,2
MOSES RODRIGUES,GRU,FOR,3
RENATA ABREU,RAO,CGH,1
VANDER LOUBET,BSB,FOR,1
OTAVIO LEITE,AJU,GRU,1
MARCOS SOARES,BSB,BSB,65
FELIPE BORNIER,NAT,BSB,1
WALDENOR PEREIRA,BSB,BSB,36
WLADIMIR COSTA,BSB,STM,1
ANDERSON FERREIRA,BSB,CGH,1
DR. JORGE SILVA,CGH,BSB,1
FERNANDO MONTEIRO,BSB,MCZ,2
MOSES RODRIGUES,FOR,JDO,1
VALADARES FILHO,SSA,AJU,1
NILDA GONDIM,JPA,BSB,3
JUNIOR MARRECA,BSB,BEL,1
LUIZ COUTO,REC,IGU,1
EDSON PIMENTA,SSA,BSB,4
FERNANDO MONTEIRO,CWB,BSB,2
ADELMO CARNEIRO LEÃO,CNF,CGH,1
LUIZIANNE LINS,POA,BSB,1
PAULO PEREIRA DA SILVA,MAO,BSB,1
ALEX MANENTE,BSB,CGH,54
ANDERSON FERREIRA,GRU,REC,3
MARIA DO ROSÁRIO,FOR,BSB,1
INDIO DA COSTA,GIG,FLN,2
EDUARDO CURY,BSB,SJK,31
PAULO FEIJÓ,GIG,CAW,40
ALEXANDRE VALLE,BSB,GIG,66
CABO SABINO,BEL,FOR,1
EROS BIONDINI,CNF,VCP,1
CARLOS ZARATTINI,POA,CGH,1
PR. MARCO FELICIANO,BSB,CGH,3
VALTENIR PEREIRA,BSB,OPS,2
EDUARDO BOLSONARO,NVT-SDU,1
MAJOR OLIMPIO,BSB,XAP,1
CARLOS EDUARDO CADOCA,GIG,BSB,2
ANDRÉ ABDON,MCP,BSB,26
ANTÔNIA LÚCIA,MAO,RBR,1
JOVAIR ARANTES,JPA,GYN,4
FÁBIO RAMALHO,CNF,GVR,14
MAURO PEREIRA,CGH,BSB,2
MARCIO ALVINO,BSB,RAO,3
MARCO TEBALDI,BSB,GRU,1
ARNALDO JORDY,GIG,BEL,1
MARCOS SOARES,CGH,SDU,4
MISAEL VARELLA,BHZ,BSB,1
PASTOR EURICO,REC,FOR,1
ALEXANDRE SILVEIRA,CNF,BSB,1
WILSON FILHO,PMW,BSB,1
WALDENOR PEREIRA,VDC,BSB,6
LUIZ LAURO FILHO,VCP,BSB,48
MARCELO CASTRO,THE,BSB,32
PAULO FEIJÓ,GIG,BSB,4
RAFAEL MOTTA,MCZ,NAT,1
JOÃO MARCELO SOUZA,JTC,SDU,1
ANTÔNIO JÁCOME,NAT,REC,1
DÉCIO LIMA,BSB,XAP,6
JOÃO DANIEL,BSB,SDU,1
JUNIOR MARRECA,BSB,BSB,23
JOAQUIM PASSARINHO,STM,BSB,1
ROGÉRIO MARINHO,BSB,NAT,56
AELTON FREITAS,BSB,UDI,8
ALFREDO NASCIMENTO,NAT,BSB,2
AMIR LANDO,PVH,CGB,2
DIMAS FABIANO,SDU,BSB,4
IRINY LOPES,BSB,VIX,1
JOSÉ FOGAÇA,CGH,POA,1
ANTONIO BALHMANN,FOR,BSB,54
WALDENOR PEREIRA,VDC,SSA,28
ANTONIO CARLOS MENDES THAME,BSB,VCP,26
ANA PERUGINI,VCP,MII,1
EVAIR VIEIRA DE MELO,BSB,BSB,66
VICENTINHO,BSB,NAT,1
POMPEO DE MATTOS,POA,BSB,45
JUNIOR MARRECA,CGH,SDU,1
PEDRO VILELA,SDU,BSB,1
ARNALDO JORDY,BEL,CKS,2
JOÃO FERNANDO COUTINHO,BSB,SDU,1
MARCUS PESTANA,CNF,IPN,1
AELTON FREITAS,BSB,UBA,2
DR. JORGE SILVA,BSB,BSB,39
ANTHONY GAROTINHO,SDU,BSB,1
RODRIGO GARCIA,CGH,SJP,2
MARCON,BSB,SDU,1
PAULO TEIXEIRA,BSB,SDU,5
TAKAYAMA,IGU,CWB,1
MENDONÇA FILHO,REC,GIG,4
ROCHA,BSB,POA,1
CLAUDIO CAJADO,SSA,BPS,4
WOLNEY QUEIROZ,BSB,CNF,1
JOSÉ AIRTON CIRILO,SSA,FOR,1
LEOPOLDO MEYER,BSB,LDB,1
TIA ERON,VDC,SSA,1
EVANDRO GUSSI,BSB,BSB,42
JUSCELINO FILHO,THE,BSB,1
CHICO D'ANGELO,BSB,BSB,45
FELIPE BORNIER,BSB,GIG,163
LUIZ COUTO,SSA,BSB,2
FABRICIO OLIVEIRA,BSB,NVT,1
FÁTIMA BEZERRA,NAT,BSB,3
MARCELO CASTRO,BSB,BSB,102
CLAUDIO CAJADO,BSB,GRU,3
JOÃO CAMPOS,CGH,GYN,3
JUNIOR MARRECA,SLZ,BSB,23
JÚLIO DELGADO,CNF,SDU,1
ARTHUR VIRGÍLIO BISNETO,BVB,BSB,8
LAUDIVIO CARVALHO,BSB,MAO,1
AMIR LANDO,CGB,PVH,1
CARLOS MARUN,BSB,POA,3
MARCO TEBALDI,FLN,BSB,4
TIA ERON,BSB,SJK,1
WOLNEY QUEIROZ,BSB,CGH,1
FÉLIX MENDONÇA JÚNIOR,POA,BSB,1
ORLANDO SILVA,GRU,BSB,6
CAIO NARCIO,CNF,AAX,1
SABINO CASTELO BRANCO,BSB,MAO,1
ESPERIDIÃO AMIN,GRU,FLN,1
EVANDRO GUSSI,VCP,MII,2
CARLOS ANDRADE,BSB,REC,1
BENEDITA DA SILVA,SSA,BSB,3
WILSON FILHO,BSB,REC,2
LEONARDO MONTEIRO,GVR,CNF,37
ODORICO MONTEIRO,FOR,BSB,83
RICARDO IZAR,CGH,VIX,1
ALMEIDA LIMA,AJU,BSB,1
PAULO FREIRE,PPB,VCP,2
EDUARDO CURY,BSB,BSB,90
FABIO REIS,BSB,BSB,60
NILSON PINTO,MCP,BSB,1
JUSCELINO FILHO,SLZ,BSB,19
LÁZARO BOTELHO,PMW,BSB,44
EDUARDO CURY,BSB,SSA,1
HUGO MOTTA,BSB,JPA,49
FERNANDO COELHO FILHO,BSB,PNZ,1
SUBTENENTE GONZAGA,JPA,THE,1
FELIPE MAIA,BSB,NAT,45
JEAN WYLLYS,SDU,CGH,13
ANDERSON FERREIRA,REC,BSB,47
OSMAR TERRA,GRU,PFB,2
WADSON RIBEIRO,BSB,CNF,72
RAIMUNDO GOMES DE MATOS,BSB,REC,2
JANETE CAPIBERIBE,CGH,BSB,1
MARCOS MONTES,CNF,BSB,8
ALFREDO KAEFER,IGU,GRU,1
CACÁ LEÃO,CGH,SSA,11
GIACOBO,CWB,CAC,1
OTAVIO LEITE,AJU,GIG,2
WADSON RIBEIRO,MOC,CNF,4
ELEUSES PAIVA,BSB,CGH,1
FÁBIO FARIA,BSB,VCP,1
JOÃO RODRIGUES,GRU,FLN,1
BENEDITA DA SILVA,SDU,CGH,1
HERÁCLITO FORTES,THE,GRU,1
OSMAR TERRA,BSB,BSB,72
CARLOS ALBERTO LERÉIA,GYN,CGH,1
CABO SABINO,GIG,FOR,1
OSMAR SERRAGLIO,BSB,IGU,4
JAIRO ATAÍDE,MOC,BSB,1
DIEGO ANDRADE,CNF,BSB,166
MANUELA D'ÁVILA,CGH,GIG,1
CABUÇU BORGES,BSB,SDU,4
JORGE SOLLA,BSB,GRU,1
DOMINGOS NETO,FOR,BSB,79
DANRLEI DE DEUS HINTERHOLZ,PMW,BSB,1
SHÉRIDAN,BSB-BVB,30
HERÁCLITO FORTES,POA,MVD,1
CHICO ALENCAR,GRU,SDU,1
LUIS CARLOS HEINZE,POA,CGH,1
IRAJÁ ABREU,OAL,PMW,1
WELLINGTON ROBERTO,GRU,JPA,14
VINICIUS GURGEL,CGH,BSB,5
ALEXANDRE BALDY,GYN,BSB,16
DAMIÃO FELICIANO,FOR,NAT,1
RICARDO IZAR,GRU,BSB,1
FÉLIX MENDONÇA JÚNIOR,SSA,FOR,1
LAURA CARNEIRO,BSB,GIG,5
CABO SABINO,BSB,BEL,1
IRAJÁ ABREU,SDU,CGH,2
DANIEL ALMEIDA,REC,SSA,2
SILAS CÂMARA,RBR,MAO,3
JORGE BOEIRA,CCM,VCP,1
CABUÇU BORGES,BSB,BEL,3
LINCOLN PORTELA,CNF,BSB,55
OSMAR SERRAGLIO,MGF,BSB,2
DEVANIR RIBEIRO,BSB,BSB,2
SIBÁ MACHADO,BSB,CWB,1
RENATA ABREU,BSB,RAO,1
CELSO MALDANER,xap,fln,1
IRAJÁ ABREU,JPA,SDU,1
MENDONÇA FILHO,VCP,REC,1
MANOEL JUNIOR,GRU,NAT,1
CLÁUDIO PUTY,CNF,BSB,1
ALBERTO FRAGA,BSB,AJU,1
ROBERTO BALESTRA,GYN,GRU,1
WASHINGTON REIS,SDU,BSB,19
EDSON SANTOS,GIG,BSB,1
ANDRÉ FUFUCA,BSB,PMW,1
JOSUÉ BENGTSON,BSB,FOR,1
DAVIDSON MAGALHÃES,VDC,SSA,2
MARIA DO ROSÁRIO,POA,GIG,1
PEDRO CHAVES,CGB,BSB,1
LÁZARO BOTELHO,BSB,AUX,52
GORETE PEREIRA,FOR,REC,1
BETO ROSADO,JDO,FOR,1
CESAR SOUZA,BSB,NVT,1
ANÍBAL GOMES,BSB,MCZ,2
ARNALDO JORDY,MAB,BEL,1
DR. JOÃO,CGH,SDU,3
TIA ERON,BSB,BRA,2
JHONATAN DE JESUS,BSB,BEL,1
MAURÍCIO QUINTELLA LESSA,CDG,GRU,1
VALMIR PRASCIDELLI,NAT,BSB,1
BETO ROSADO,FLN,BSB,1
DELEGADO FRANCISCHINI,REC,BSB,1
HENRIQUE FONTANA,SSA,BSB,2
GONZAGA PATRIOTA,PNZ,BSB,16
FÁBIO FARIA,GRU,BSB,2
CELSO JACOB,BSB,GIG,30
IRACEMA PORTELLA,BSB,JPA,1
VALTENIR PEREIRA,GIG,BSB,2
GONZAGA PATRIOTA,PNZ,SSA,5
GIACOBO,CWB,CGH,3
PAULO PIMENTA,BSB,CWB,1
FÁBIO RAMALHO,REC,CNF,1
TIA ERON,BSB,SSA,67
GEOVANIA DE SÁ,GRU,POA,1
JANDIRA FEGHALI,CGH,SDU,27
FRANKLIN,REC,GRU,2
MARCELO CASTRO,PMW,BSB,1
JOÃO CARLOS BACELAR,BSB,GIG,1
RICARDO BARROS,SSA,BSB,1
WADSON RIBEIRO,IPN,CNF,1
DIMAS FABIANO,VCP,SDU,1
JOSÉ CARLOS ARAÚJO,BSB,CGH,5
JOSÉ PRIANTE,FOR,BEL,1
MÁRIO HERINGER,SDU,PLU,2
MARQUINHO MENDES,BSB,BSB,175
MAURO PEREIRA,BSB,CGH,5
LUIZ FERNANDO FARIA,BSB,CNF,108
ADILTON SACHETTI,BSB,CGB,16
OSMAR SERRAGLIO,VCP,BSB,1
CARLOS MARUN,GIG,BSB,1
ADILTON SACHETTI,BSB,CGH,8
JÚLIO DELGADO,BSB,PLU,2
ARTHUR VIRGÍLIO BISNETO,BSB,BSB,31
HUGO MOTTA,JPA,BSB,55
JEFFERSON CAMPOS,PLU,VCP,1
ARTHUR VIRGÍLIO BISNETO,GRU,BSB,3
ABELARDO LUPION,CWB,BSB,1
JANDIRA FEGHALI,SLZ,BSB,2
WILSON FILHO,RJBSB,1
SUBTENENTE GONZAGA,BSB,IPN,1
ROBERTO ALVES,BSB,SSA,1
LINDOMAR GARÇON,CGB,BSB,1
