name,origin,destination,count
FÁBIO RAMALHO,cnf,bsb,1
GIACOBO,CWB,BSB,27
MAURÍCIO QUINTELLA LESSA,BSB,REC,2
CARLOS EDUARDO CADOCA,BSB,POA,1
DÉCIO LIMA,BSB,FOR,1
JOÃO ANANIAS,JDO,FOR,2
ALCEU MOREIRA,POA,BSB,9
MARCO TEBALDI,BSB,XAP,3
ROBERTO SANTIAGO,ARU,VCP,1
AUGUSTO COUTINHO,PNZ,REC,2
JÚLIO DELGADO,GIG,BSB,15
RENATO ANDRADE,BSB,CGH,2
ROMÁRIO,BSB,BSB,112
JORGE BOEIRA,POA,BSB,3
PEPE VARGAS,BSB,POA,31
VANDERLEI MACRIS,VCP,ARU,1
RUI COSTA,FOR,SSA,1
FILIPE PEREIRA,SDU,BSB,26
JOÃO PAULO LIMA,REC,GRU,9
JAIRO ATAÍDE,CNF,GRU,1
ONYX LORENZONI,GRU,PFB,1
SARAIVA FELIPE,GRU,BSB,1
JANETE ROCHA PIETÁ,CGH,BSB,3
CÂNDIDO VACCAREZZA,SDU,CGH,6
JOSÉ MENTOR,GRU,BSB,3
WELLINGTON FAGUNDES,CGB,GRU,5
DANILO FORTE,FOR,JDO,2
DAVI ALCOLUMBRE,BEL,MCP,1
HENRIQUE AFONSO,RBR,CZS,27
ZECA DIRCEU,MGF,GRU,1
ELISEU PADILHA,BSB,BSB,39
JANETE CAPIBERIBE,BSB,BSB,21
JOSUÉ BENGTSON,SSA,BEL,1
ADEMIR CAMILO,BSB,SDU,1
EVANDRO MILHOMEN,BSB,BSB,51
JOÃO PAULO CUNHA,BSB,BSB,13
ELEUSES PAIVA,BSB,BSB,8
ODAIR CUNHA,BSB,VCP,8
PAULO TEIXEIRA,BSB,BSB,33
MARLLOS SAMPAIO,BSB,THE,33
HUGO LEAL,GIG,BSB,9
PAULO MALUF,CGH,BSB,55
NELSON MARQUEZELLI,BSB,RAO,18
SANDRO MABEL,GYN,GRU,2
VANDERLEI SIRAQUE,VCP,BSB,1
MARCO MAIA,POA,GRU,4
ANTÔNIO ROBERTO,CGH,CNF,1
FÁBIO RAMALHO,BSB,CNF,57
SARNEY FILHO,SLZ,GRU,2
ANSELMO DE JESUS,CGB,OAL,3
ARTHUR LIRA,GIG,MCZ,1
LÁZARO BOTELHO,GYN,PMW,1
PAULO TEIXEIRA,BSB,SSA,1
ROMÁRIO,BSB,SSA,1
LINCOLN PORTELA,MOC,PLU,2
ZECA DIRCEU,CWB,CAC,7
ALEXANDRE SILVEIRA,CNF,CGH,3
ALEXANDRE SILVEIRA,IPN,PLU,9
ANTÔNIO ANDRADE,AAX,CNF,1
VILSON COVATTI,BSB,PFB,3
NILSON LEITÃO,CGB,GYN,1
OSVALDO REIS,AUX,BSB,12
EDUARDO GOMES,PMW,BSB,19
PAULO ABI-ACKEL,CNF,CGH,16
AUGUSTO COUTINHO,SDU,CGH,2
REINALDO AZAMBUJA,CGR,GRU,2
MANOEL SALVIANO,BSB,JDO,73
MENDONÇA PRADO,SSA,AJU,1
NEWTON LIMA,BSB,VCP,11
FRANCISCO CHAGAS,BSB,GRU,5
RICARDO IZAR,BSB,VCP,9
DR. GRILO,CGH,CNF,1
MÁRCIO MARINHO,SDU,BSB,1
HENRIQUE FONTANA,POA,PFB,1
SUELI VIDIGAL,VIX,SDU,3
FERNANDO FERRO,REC,PNZ,11
DR. ROSINHA,CWB,LDB,2
OSMAR SERRAGLIO,CAC,GRU,2
DEVANIR RIBEIRO,CGH,SDU,8
DÉCIO LIMA,BSB,FLN,35
OTAVIO LEITE,BSB,SDU,39
ARACELY DE PAULA,BSB,CNF,16
EDSON SILVA,FOR,GRU,1
MARÇAL FILHO,VCP,DOU,1
ARACELY DE PAULA,CGH,UDI,1
BETO FARO,BSB,BSB,80
DUARTE NOGUEIRA,RAO,PLU,1
SARAIVA FELIPE,CNF,GRU,2
WALDIR MARANHÃO,VCP,BSB,1
ARACELY DE PAULA,BSB,CGH,3
AUGUSTO COUTINHO,BSB,GRU,1
WALDENOR PEREIRA,BSB,SSA,86
RENAN FILHO,MCZ,BSB,37
FRANCISCO PRACIANO,MCZ,BSB,1
BRUNO ARAÚJO,GIG,REC,3
DEVANIR RIBEIRO,BSB,BEL,17
RENZO BRAZ,BSB,BSB,7
ANGELO VANHONI,POA,BSB,6
GABRIEL CHALITA,BSB,CGH,63
CARLOS SAMPAIO,CGH,SDU,3
VANDER LOUBET,rec,bsb,3
REINHOLD STEPHANES,BSB,GIG,3
RENATO SIMÕES,MGF,VCP,1
WLADIMIR COSTA,BSB,BSB,77
ANDRE VARGAS,CGH,BSB,33
NILSON LEITÃO,GRU,CGB,1
LUCIANA SANTOS,PNZ,REC,1
GUILHERME CAMPOS,BSB,SDU,1
ANGELO VANHONI,CWB,BSB,58
WELLINGTON FAGUNDES,BSB,VCP,1
WLADIMIR COSTA,CGH,BSB,4
ODÍLIO BALBINOTTI,MGF,CWB,3
JOSIAS GOMES,BSB,REC,1
NELSON MARQUEZELLI,XAP,BSB,1
LUIZ FERNANDO MACHADO,SDU,VCP,1
LEONARDO QUINTÃO,CNF,NAT,1
LUIZ SÉRGIO,SDU,BSB,107
VILALBA,REC,PNZ,1
RENATO MOLLING,BSB,CGH,2
LUIS TIBÉ,BSB,VCP,1
LEONARDO GADELHA,BSB,REC,2
DR. ROSINHA,CGH,CWB,7
EVANDRO MILHOMEN,BSB,CGH,4
ARNALDO JORDY,BEL,TUR,1
DEVANIR RIBEIRO,BSB,SDU,13
MARLLOS SAMPAIO,BSB,BSB,8
PAULO MALUF,BSB,CGH,34
EDUARDO BARBOSA,VCP,CNF,1
JOSÉ MENTOR,FOR,GRU,2
OTONIEL LIMA,BSB,BSB,2
TIRIRICA,BSB,SDU,1
ABELARDO LUPION,UBA,CWB,1
CARMEN ZANOTTO,FLN,BSB,5
LUIZ CARLOS,MCP,BSB,40
BERNARDO SANTANA DE VASCONCELLOS,CGH,CNF,1
PAULO ABI-ACKEL,BH,BSB,2
RATINHO JUNIOR,IGU,CWB,1
SILAS CÂMARA,BSB,BSB,51
FÁBIO RAMALHO,GRU,SSA,2
TAKAYAMA,MAO,BSB,1
URZENI ROCHA,BSB,BSB,35
SALVADOR ZIMBALDI,SDU,BSB,1
CHICO ALENCAR,BSB,SDU,47
LELO COIMBRA,BSB,SDU,1
DÉCIO LIMA,SDU,BSB,2
LUIZ SÉRGIO,BSB,GIG,56
MANOEL SALVIANO,JDO,FOR,8
RICARDO IZAR,VCP,PPB,1
DR. GRILO,BSB,BSB,45
CLÁUDIO PUTY,FOR,BEL,2
ANSELMO DE JESUS,OAL,CGB,2
ZÉ VIEIRA,BSB,OPS,1
MOREIRA MENDES,BVH,CGB,1
PERPÉTUA ALMEIDA,CZS,RBR,10
ALFREDO KAEFER,IGU,GIG,1
PAULO PIMENTA,BSB,SDU,1
URZENI ROCHA,BSB,BVB,23
ONYX LORENZONI,POA,GRU,5
AFONSO HAMM,BSB,SDU,5
FILIPE PEREIRA,BSB,GIG,38
TAUMATURGO LIMA,CZS,RBR,14
MARGARIDA SALOMÃO,CNF,BSB,18
GUILHERME MUSSI,CGH,BSB,93
NILSON LEITÃO,BSB,VCP,2
ELEUSES PAIVA,CGH,BSB,20
JOÃO PIZZOLATTI,CGH,NVT,10
WALTER TOSTA,CNF,BSB,47
GUILHERME MUSSI,BSB,BSB,69
WELLINGTON ROBERTO,BSB,JPA,24
CLAUDIO CAJADO,SSA,BSB,121
EROS BIONDINI,MOC,PLU,1
FERNANDO MARRONI,BSB,GRU,1
MANOEL JUNIOR,BSB,PMW,2
ALFREDO KAEFER,LDB,CAC,1
ODÍLIO BALBINOTTI,VCP,BSB,1
EDUARDO GOMES,PMW,AUX,1
FRANCISCO TENÓRIO,AJU,BSB,3
ANDRE VARGAS,BSB,CWB,23
SERGIO GUERRA,BSB,REC,7
JOÃO LYRA,BSB,GRU,1
LIDERANÇA DO PSDB,BH-BSB,1
JOÃO DADO,SJP,VCP,2
FRANCISCO DE ASSIS,XAP,FLN,2
WALDENOR PEREIRA,BSB,BSB,63
FRANCISCO ESCÓRCIO,IMP,BSB,3
MAURO LOPES,IPN,CNF,2
ANTÔNIO ROBERTO,BSB,BSB,29
VALADARES FILHO,SSA,AJU,1
NILDA GONDIM,JPA,BSB,43
CÂNDIDO VACCAREZZA,GYN,GRU,1
EDSON PIMENTA,SSA,BSB,44
JORGE TADEU MUDALEN,GRU,CWB,1
EDUARDO SCIARRA,BSB,VCP,2
SIMPLÍCIO ARAÚJO,BEL,SLZ,1
PAULO FEIJÓ,GIG,CAW,3
PR. MARCO FELICIANO,BSB,CGH,2
PEDRO EUGÊNIO,REC,FOR,4
VALTENIR PEREIRA,BSB,OPS,4
FRANCISCO CHAGAS,REC,GRU,1
JOÃO ANANIAS,BSB,JDO,1
ANTÔNIA LÚCIA,MAO,RBR,14
FÁBIO RAMALHO,CNF,GVR,2
PAULO BORNHAUSEN,XAP,FLN,1
ARNALDO JORDY,GIG,BEL,1
SIMPLÍCIO ARAÚJO,IMP,SLZ,6
ALEXANDRE SILVEIRA,CNF,BSB,38
WALDENOR PEREIRA,VDC,BSB,2
BERNARDO SANTANA DE VASCONCELLOS,CNF,GRU,1
MARCELO CASTRO,THE,BSB,117
PAULO FEIJÓ,GIG,BSB,2
ALEXANDRE LEITE,RAO,BSB,1
ROSINHA DA ADEFAL,MCZ,CNF,2
HUGO NAPOLEÃO,BSB,GRU,1
JORGE TADEU MUDALEN,BSB,VCP,1
AUGUSTO COUTINHO,BSB,GYN,1
BETO FARO,BSB,CGH,1
JANETE ROCHA PIETÁ,BSB,CGH,3
VITOR PENIDO,BPS,CNF,1
ROMÁRIO,BSB,CGH,1
BETO ALBUQUERQUE,CGH,BSB,1
DÉCIO LIMA,BSB,XAP,2
RENATO SIMÕES,VCP,ARU,3
MANDETTA,BSB,PFB,1
LUIZ ARGÔLO,SSA,GRU,14
FERNANDO FERRO,FOR,REC,1
JÚLIO CAMPOS,CGB,CGH,1
AELTON FREITAS,BSB,UDI,5
SARNEY FILHO,BSB,GYN,1
LUIZ FERNANDO MACHADO,VCP,SJP,2
GERALDO THADEU,CNF,CGH,3
JOÃO PIZZOLATTI,CWB,FLN,1
DIMAS FABIANO,SDU,BSB,2
IRINY LOPES,BSB,VIX,72
MIRIQUINHO BATISTA,BSB,MAB,3
JOSÉ CHAVES,PNZ,REC,2
GLADSON CAMELI,CZS,BSB,2
ALFREDO KAEFER,BSB,MGF,1
ALEXANDRE SANTOS,POA,GIG,1
ANTONIO BALHMANN,FOR,BSB,62
WALDENOR PEREIRA,VDC,SSA,66
ANTONIO CARLOS MENDES THAME,BSB,VCP,22
DR. JORGE SILVA,BSB,BSB,41
ANTHONY GAROTINHO,SDU,BSB,123
RODRIGO GARCIA,CGH,SJP,5
BETO FARO,CGH,BSB,8
PAULO TEIXEIRA,BSB,SDU,2
TAKAYAMA,IGU,CWB,8
MENDONÇA FILHO,REC,GIG,1
CLAUDIO CAJADO,SSA,BPS,3
LUIS TIBÉ,VCP,PLU,1
DALVA FIGUEIREDO,BVB,BSB,1
CÂNDIDO VACCAREZZA,BSB,GRU,12
WALTER FELDMAN,BSB,MAO,1
URZENI ROCHA,BVB,BSB,22
ANTONIO IMBASSAHY,CNF,SSA,1
FÁBIO RAMALHO,CNF,GRU,2
FELIPE BORNIER,BSB,GIG,121
PAULÃO,FOR,BSB,1
MARIA DO ROSÁRIO,POA,FLN,1
FÁTIMA BEZERRA,NAT,BSB,41
MARCELO CASTRO,BSB,BSB,159
CLAUDIO CAJADO,BSB,GRU,2
REBECCA GARCIA,MAO,GRU,1
EVANDRO MILHOMEN,CGH,BSB,2
LUIZ ALBERTO,SSA,GIG,4
OSVALDO REIS,IMP,BSB,2
WEVERTON ROCHA,CNF,BSB,1
MARCO TEBALDI,FLN,BSB,3
WANDENKOLK GONÇALVES,ATM,BEL,11
FÉLIX MENDONÇA JÚNIOR,POA,BSB,1
COLBERT MARTINS,SSA,BSB,40
MÁRCIO MACÊDO,SDU,AJU,3
SABINO CASTELO BRANCO,BSB,MAO,17
MARCELO CASTRO,BSB,BRA,2
LEONARDO MONTEIRO,GVR,CNF,3
ALMEIDA LIMA,AJU,BSB,43
OTONIEL LIMA,BSB,SSA,5
SEBASTIÃO BALA ROCHA,UDI,GRU,1
PAULO FREIRE,PPB,VCP,6
MIRIQUINHO BATISTA,BEL,ATM,1
SALVADOR ZIMBALDI,MII,VCP,1
ALEXANDRE LEITE,BSB,RAO,1
CÂNDIDO VACCAREZZA,PPB,SSA,1
LÁZARO BOTELHO,PMW,BSB,44
ZEZÉU RIBEIRO,BPS,SSA,3
WELLINGTON FAGUNDES,GRU,CGB,1
ROSANE FERREIRA,CWB,BSB,42
INOCÊNCIO OLIVEIRA,GIG,REC,1
HUGO MOTTA,BSB,JPA,39
FERNANDO COELHO FILHO,BSB,PNZ,24
ALFREDO SIRKIS,BSB,CGH,8
CÂNDIDO VACCAREZZA,SSA,BSB,1
JOÃO PAULO LIMA,SSA,REC,1
CIDA BORGHETTI,POA,MGF,1
FELIPE MAIA,BSB,NAT,30
ANGELO VANHONI,CWB,SDU,2
JEAN WYLLYS,SDU,CGH,3
DANILO FORTE,CGH,GIG,1
ROBERTO FREIRE,BSB,SDU,1
VILALBA,CNF,REC,1
ANDERSON FERREIRA,REC,BSB,37
SERGIO GUERRA,REC,BSB,2
RICARDO BERZOINI,VCP,BSB,2
DEVANIR RIBEIRO,BEL,GRU,1
ALINE CORRÊA,REC,BSB,23
MOREIRA MENDES,SDU,BSB,1
SÁGUAS MORAES,CWB,BSB,1
DANRLEI DE DEUS HINTERHOLZ,CGH,BSB,3
JANETE CAPIBERIBE,CGH,BSB,1
MARCOS MONTES,CNF,BSB,19
SILAS CÂMARA,CGH,BSB,5
FLAVIANO MELO,BSB,CNF,1
GIACOBO,CWB,CAC,5
OTAVIO LEITE,AJU,GIG,1
ROMÁRIO,CGH,BSB,1
ELEUSES PAIVA,BSB,CGH,14
ARNALDO JARDIM,CGH,PPB,1
JOÃO RODRIGUES,GRU,FLN,1
GABRIEL GUIMARÃES,IPN,CNF,1
MÁRCIO FRANÇA,CGH,GYN,1
MARIA DO ROSÁRIO,GIG,BSB,2
MANUELA D'ÁVILA,BSB,GIG,1
OTONIEL LIMA,BSB,CGH,1
BENEDITA DA SILVA,SDU,CGH,1
OSMAR TERRA,BSB,BSB,60
ODÍLIO BALBINOTTI,MGF,CGB,1
LUIZ FERNANDO FARIA,BSB,CGH,1
OSMAR SERRAGLIO,BSB,IGU,2
JOÃO CARLOS BACELAR,gru,ssa,1
STEFANO AGUIAR,PLU,VCP,1
JAIRO ATAÍDE,MOC,BSB,3
DIEGO ANDRADE,CNF,BSB,118
BILAC PINTO,VCP,BSB,1
DOMINGOS NETO,FOR,BSB,47
DR. ROSINHA,GRU,CWB,1
BRUNO ARAÚJO,REC,PNZ,4
DARCÍSIO PERONDI,POA,GRU,1
VANDER LOUBET,cgr,gyn,1
ARTHUR LIRA,GIG,NAT,2
CHICO ALENCAR,GRU,SDU,1
LUIS CARLOS HEINZE,POA,CGH,6
CESAR COLNAGO,GIG,VIX,3
VINICIUS GURGEL,CGH,BSB,2
DAMIÃO FELICIANO,FOR,NAT,1
RICARDO IZAR,GRU,BSB,2
ELISEU PADILHA,BSB,CGH,1
FÉLIX MENDONÇA JÚNIOR,SSA,FOR,1
NILTON CAPIXABA,BSB,SDU,1
VANDER LOUBET,BSB,VCP,1
IRAJÁ ABREU,SDU,CGH,3
ARTUR BRUNO,FOR,BSB,63
SARAIVA FELIPE,GRU,CNF,1
AKIRA OTSUBO,PPB,BSB,4
SILAS CÂMARA,RBR,MAO,1
ARACELY DE PAULA,CGH,BSB,2
JORGE BOEIRA,CCM,VCP,1
MÁRCIO FRANÇA,VCP,BSB,2
LINCOLN PORTELA,CNF,BSB,53
OSMAR SERRAGLIO,MGF,BSB,8
DEVANIR RIBEIRO,BSB,BSB,44
DANILO FORTE,SDU,CGH,2
MANOEL JUNIOR,GRU,NAT,2
ARNON BEZERRA,JDO,GRU,1
JOÃO CARLOS BACELAR,PNZ,SSA,1
CLÁUDIO PUTY,CNF,BSB,8
ÍRIS DE ARAÚJO,GYN,SDU,1
JOSIAS GOMES,REC,SSA,2
ROBERTO BALESTRA,GYN,GRU,1
GABRIEL CHALITA,BSB,BSB,61
WASHINGTON REIS,SDU,BSB,15
RAUL HENRY,GIG,REC,2
EDSON SANTOS,GIG,BSB,23
JOÃO CARLOS BACELAR,PNZ,BSB,1
DR. PAULO CÉSAR,BSB,SDU,31
PR. MARCO FELICIANO,VCP,MII,1
LÁZARO BOTELHO,BSB,AUX,30
ASSIS DO COUTO,CWB,LDB,1
EDUARDO DA FONTE,REC,FEN,1
VAZ DE LIMA,BSB,GRU,2
VALTENIR PEREIRA,CGB,ROO,1
DAVI ALVES SILVA JÚNIOR,BSB,BSB,32
ARNALDO JORDY,MAB,BEL,5
FELIPE BORNIER,SDU,SJK,1
SARAIVA FELIPE,PLU,GVR,1
MANOEL JUNIOR,GIG,CGH,1
RATINHO JUNIOR,BSB,IGU,3
GONZAGA PATRIOTA,PNZ,BSB,30
RENATO SIMÕES,VCP,TJL,1
ANTONIO BRITO,BSB,SDU,3
CELSO JACOB,BSB,GIG,5
JOÃO CARLOS BACELAR,SDU,SSA,1
GONZAGA PATRIOTA,PNZ,SSA,2
GIACOBO,CWB,CGH,2
MARCOS MONTES,CNF,UBA,9
CARLOS BRANDÃO,CNF,VIX,1
JANDIRA FEGHALI,CGH,SDU,20
CIDA BORGHETTI,GRU,CWB,3
MAURO LOPES,BSB,CGH,2
CHICO ALENCAR,BSB,CWB,1
NEWTON LIMA,RAO,VCP,1
JOÃO CARLOS BACELAR,BSB,GIG,4
ADEMIR CAMILO,CNF,GRU,2
MANUELA D'ÁVILA,POA,PFB,1
JOSÉ CARLOS ARAÚJO,BSB,CGH,2
VANDERLEI SIRAQUE,PPB,VCP,1
JOSUÉ BENGTSON,BSB,FLN,1
JOSÉ MENTOR,VCP,MII,2
ROBERTO DE LUCENA,GRU,GYN,1
LUIZ FERNANDO FARIA,BSB,CNF,82
OSMAR SERRAGLIO,VCP,BSB,1
EDSON SILVA,REC,FOR,1
HUGO MOTTA,JPA,BSB,40
FRANCISCO DE ASSIS,CGH,CWB,1
ABELARDO LUPION,CWB,BSB,32
GEORGE HILTON,VCP,BSB,1
ADEMIR CAMILO,REC,BSB,1
VALMIR ASSUNÇÃO,BPS,GRU,3
ARIOSTO HOLANDA,FOR,BSB,50
ROBERTO DE LUCENA,VCP,BSB,4
JÚLIO DELGADO,GIG,CGH,8
HENRIQUE OLIVEIRA,VCP,MAO,2
HUGO LEAL,BSB,POA,1
GUILHERME CAMPOS,REC,BSB,1
ARNALDO JARDIM,RAO,BSB,5
JOSÉ AUGUSTO MAIA,BSB,REC,46
CARMEN ZANOTTO,BSB,GIG,1
JOÃO MAGALHÃES,SDU,CNF,1
ROGÉRIO CARVALHO,BSB,CGH,4
JOÃO CARLOS BACELAR,SDU,BSB,4
JOSÉ CHAVES,BSB,GRU,3
JOSÉ PRIANTE,BEL,GIG,1
CARLOS MAGNO,CWB,OAL,1
ENIO BACCI,CGB,BSB,1
SILVIO COSTA,REC,GRU,1
VANDER LOUBET,GRU,CGR,2
WILSON FILHO,CGH,BSB,1
ARNALDO JARDIM,CNF,BSB,1
FRANCISCO PRACIANO,BEL,MAO,3
IVAN VALENTE,CGH,JTC,1
NICE LOBÃO,FOR,SLZ,1
JUTAHY JUNIOR,GIG,VIX,1
PADRE JOÃO,BSB,CNF,55
CARLOS BRANDÃO,FOR,SLZ,1
VALDIR COLATTO,XAP,BSB,12
VICENTINHO,GRU,NAT,2
BETO ALBUQUERQUE,BSB,BSB,36
MOREIRA MENDES,SDU,CGH,1
LUIZ FERNANDO FARIA,CGH,CNF,12
BONIFÁCIO DE ANDRADA,BSB,CNF,300
VANDERLEI MACRIS,VCP,BSB,2
MENDONÇA PRADO,BSB,GRU,1
DAVI ALVES SILVA JÚNIOR,SLZ,BSB,27
GUSTAVO PETTA,BSB-VCP,1
JOÃO LEÃO,SSA,BSB,75
