name,origin,destination,count
JOSÉ PRIANTE,BSB,MCZ,2
LUIZ COUTO,BSB,CNF,2
ADEMIR CAMILO,CNF,SDU,6
DR. UBIALI,PMW,RAO,1
JOSUÉ BENGTSON,BSB,CGR,1
RUBENS BUENO,SDU,BSB,1
MANDETTA,BSB,BSB,33
ALFREDO SIRKIS,SDU,CGH,8
AGUINALDO RIBEIRO,BSB,FOR,1
WLADIMIR COSTA,GIG,BEL,4
LUIS CARLOS HEINZE,BSB,POA,33
FILIPE PEREIRA,BSB,CNF,23
EDIO LOPES,BVB,MAO,4
OSVALDO REIS,THE,BSB,1
FRANCISCO PRACIANO,FOR,MAO,3
PAULÃO,BSB,CGH,3
ALEXANDRE SILVEIRA,AAX,CNF,1
THIAGO PEIXOTO,SDU,GYN,2
ANTONIO BALHMANN,BSB,MCZ,3
MARIA LUCIA PRANDI,CGH,BSB,6
MANDETTA,CGH,BSB,3
LAERCIO OLIVEIRA,AJU,GIG,3
ANTONIO BRITO,BSB,VDC,4
PAULÃO,BSB,THE,1
FRANCISCO CHAGAS,BSB,CGH,46
WELITON PRADO,PLU,MOC,1
JORGE TADEU MUDALEN,POA,GRU,1
NELSON MARQUEZELLI,BSB,VCP,28
ERIVELTON SANTANA,BPS,SSA,4
ANTÔNIA LÚCIA,BSB,MAO,7
ALEX CANZIANI,BSB,CGH,3
VICENTINHO,BSB,JTC,1
MAURO BENEVIDES,FOR,BSB,35
VANDER LOUBET,sp,bsb,2
PAULO ABI-ACKEL,BSB,CGH,5
LAURIETE,BSB,POA,1
NILSON LEITÃO,GRU,OPS,1
JOÃO PIZZOLATTI,SDU,NVT,1
SUBTENENTE GONZAGA,BSB,UBA,2
MENDONÇA PRADO,BSB,BSB,3
ABELARDO CAMARINHA,BSB,CGH,10
HUGO LEAL,CGH,BSB,1
LUIZ ARGÔLO,FOR,SSA,2
RENATO SIMÕES,BSB,MII,2
BIFFI,BSB,CGR,40
SILVIO TORRES,MII,VCP,1
FRANCISCO FLORIANO,sdu,bsb,1
OSMAR SERRAGLIO,MGF,POA,1
MARCOS MONTES,BSB,CGH,1
OSVALDO REIS,BSB,AUX,13
JOSÉ PRIANTE,BSB,MAB,2
GIVALDO CARIMBÃO,FOR,REC,1
ADRIAN,CGH,BSB,1
SALVADOR ZIMBALDI,VCP,MII,1
FERNANDO COELHO FILHO,JDO,REC,1
ANTONIO BULHÕES,SSA,GRU,1
ARTHUR LIRA,BSB,MCZ,76
LUIZ NISHIMORI,MGF,VCP,2
ARLINDO CHINAGLIA,CGH,CNF,1
HUGO MOTTA,BSB,NAT,2
ESPERIDIÃO AMIN,FLN,XAP,1
HUGO LEAL,BSB,BSB,35
AUGUSTO COUTINHO,SP,REC,1
DAVI ALCOLUMBRE,BSB,CGH,4
NILMAR RUIZ,BSB,BSB,12
AGUINALDO RIBEIRO,FOR,REC,1
WELLINGTON ROBERTO,bsb,jpa,1
ROGÉRIO CARVALHO,REC,AJU,3
PADRE JOÃO,SSA,CNF,1
MENDONÇA FILHO,CGH,SDU,1
IRACEMA PORTELLA,GRU,THE,7
EDSON PIMENTA,CWB,SSA,1
SUBTENENTE GONZAGA,BSB,UDI,1
RODRIGO GARCIA,SJP,VCP,1
MARIA LUCIA PRANDI,BSB,BSB,12
RENATO ANDRADE,CNF,CGH,2
LELO COIMBRA,GRU,VIX,1
ASSIS DO COUTO,BSB,IGU,7
GERALDO SIMÕES,IOS,SSA,40
NELSON MEURER,CWB,BSB,32
AFONSO FLORENCE,GIG,SSA,1
LUIS CARLOS HEINZE,BSB,PMW,1
GERALDO RESENDE,DOU,VCP,1
INOCÊNCIO OLIVEIRA,BSB,REC,42
JAIRO ATAÍDE,MOC,PLU,21
MÁRCIO MARINHO,BSB,CGH,1
WELLINGTON ROBERTO,GIG,BSB,2
SÁGUAS MORAES,CGB,BSB,37
JÚLIO DELGADO,BSB,SSA,1
ALICE PORTUGAL,NAT,SSA,2
ROBERTO SANTIAGO,VCP,BSB,34
BIFFI,CGH,CGR,2
JOSÉ AIRTON CIRILO,FOR,BSB,45
LUIZ CARLOS HAULY,CWB,LDB,16
ASDRUBAL BENTES,MAB,BEL,3
JÚLIO DELGADO,CGH,SDU,2
WELITON PRADO,BSB,BSB,10
ANTONIO BALHMANN,FOR,GRU,3
ELCIONE BARBALHO,BSB,VCP,2
ASDRUBAL BENTES,BEL,SLZ,1
ELIENE LIMA,JPA,BSB,2
JOSÉ NUNES,SSA,BSB,79
LEOPOLDO MEYER,MGF,CWB,1
VICENTE CANDIDO,BSB,VCP,7
ANÍBAL GOMES,BSB,AJU,1
DR. JORGE SILVA,GIG,BSB,1
JOSIAS GOMES,SSA,GRU,7
MARCELO ALMEIDA,CWB,BSB,12
SEBASTIÃO BALA ROCHA,BSB,VCP,1
ANTÔNIO ROBERTO,CNF,CGH,1
AMAURI TEIXEIRA,SSA,BSB,74
LUIS TIBÉ,BEL,GRU,1
FÁBIO RAMALHO,BSB,GRU,2
FÁBIO SOUTO,SSA,BPS,21
MANOEL SALVIANO,JDO,BSB,59
PADRE TON,BSB,JPR,6
PAULO ABI-ACKEL,CGH,CNF,12
MENDONÇA FILHO,BSB,SSA,1
LÚCIO VALE,BSB,MAB,3
JÚLIO DELGADO,BSB,SDU,4
VAZ DE LIMA,GRU,RAO,1
JOÃO PIZZOLATTI,BSB,SDU,2
MOREIRA MENDES,CGH,BSB,8
JÚNIOR COIMBRA,BSB,SDU,4
ALBERTO FILHO,SLZ,IMP,1
RAUL HENRY,BSB,SSA,1
JOÃO PIZZOLATTI,CGH,BSB,11
OSMAR SERRAGLIO,CGH,LDB,3
EDUARDO DA FONTE,SSA,BSB,1
PEDRO NOVAIS,SDU,BSB,4
ODAIR CUNHA,SDU,VCP,1
JÚNIOR COIMBRA,PMW,BSB,46
MENDONÇA FILHO,BSB,BSB,69
PEDRO UCZAI,XAP,FLN,22
ROMÁRIO,REC,GIG,2
PERPÉTUA ALMEIDA,BSB,SDU,7
GERALDO SIMÕES,BSB,SSA,22
ZÉ GERALDO,AUX,BSB,2
FÁBIO RAMALHO,SSA,BSB,1
ANTONIO BRITO,SSA,PNZ,3
ARNON BEZERRA,BPS,SSA,1
LEONARDO QUINTÃO,CNF,IPN,2
FILIPE PEREIRA,BSB,CGH,1
GIVALDO CARIMBÃO,GRU,MCZ,1
LUIZA ERUNDINA,BSB,JPA,1
DUARTE NOGUEIRA,RAO,CWB,1
JOÃO CARLOS BACELAR,GRU,SSA,25
JUTAHY JUNIOR,GRU,SSA,1
CARLOS MANATO,BSB,GIG,1
MÁRIO FEITOZA,JDO,FOR,7
PAULO PEREIRA DA SILVA,CGR,CGH,3
VAZ DE LIMA,CGH,JTC,1
FRANCISCO FLORIANO,SDU-BSB,1
SANDES JÚNIOR,UDI,GYN,2
ROSINHA DA ADEFAL,BSB,SSA,1
VALMIR ASSUNÇÃO,SSA,GRU,4
ANTONIO CARLOS MENDES THAME,VCP,CNF,1
ANÍBAL GOMES,BSB,REC,3
ARTHUR LIRA,GRU,BSB,1
VIEIRA DA CUNHA,BSB,FLN,1
DANIEL ALMEIDA,SSA,PNZ,11
LUIZ FERNANDO MACHADO,BSB,VCP,31
NILMAR RUIZ,CGH,BSB,1
EDSON EZEQUIEL,CGH,BSB,1
SALVADOR ZIMBALDI,VCP,MAO,1
WALDIR MARANHÃO,IMP,SLZ,9
FRANCISCO ESCÓRCIO,SLZ,BSB,18
AROLDE DE OLIVEIRA,BSB,SDU,38
DR. ROSINHA,CWB,POA,2
ZECA DIRCEU,SSA,BSB,3
AGUINALDO RIBEIRO,REC,GRU,4
VANDERLEI MACRIS,GYN,CGH,1
JÚLIO CAMPOS,BSB,MCZ,1
SANDRA ROSADO,BSB,REC,2
JOÃO ANANIAS,BSB,NAT,1
REINHOLD STEPHANES,BSB,BSB,24
MAURO BENEVIDES,GRU,FOR,1
ADRIAN,BSB,BSB,30
ROSINHA DA ADEFAL,BSB,BSB,63
RONALDO CAIADO,BSB,SSA,2
WELLINGTON FAGUNDES,BSB-CGB,1
ZÉ SILVA,BSB,GYN,1
ALEXANDRE SILVEIRA,CGH,CNF,4
GUSTAVO PETTA,BSB,VCP,31
FÁBIO SOUTO,SSA,BSB,47
EDUARDO SCIARRA,CWB,IGU,3
MARGARIDA SALOMÃO,CNF,FOR,2
JOSÉ GUIMARÃES,BSB,CGH,8
ANTONIO BALHMANN,FOR,GIG,1
JOSÉ CARLOS ARAÚJO,SSA,CGH,1
MAURÍCIO QUINTELLA LESSA,BSB,NAT,1
AMAURI TEIXEIRA,SSA,BPS,5
LÚCIO VALE,MAB,BEL,4
PAULO FEIJÓ,BSB,SDU,56
PEDRO PAULO,SDU,BSB,36
JORGE TADEU MUDALEN,CGH,RAO,2
TIRIRICA,BSB,FOR,18
OSVALDO REIS,PMW,BSB,22
ANTONIO BALHMANN,GRU,BSB,1
JOÃO MAGALHÃES,BH-BSB,1
WELLINGTON FAGUNDES,CGB,CGH,1
FERNANDO MARRONI,BSB,BSB,7
RAUL HENRY,BSB,BSB,64
ANTONIO IMBASSAHY,IOS,SSA,3
RENATO SIMÕES,CGH,MGF,1
JOÃO CALDAS,MCZ,GIG,1
FÁBIO SOUTO,SSA,BRA,3
RONALDO CAIADO,BSB,BSB,25
VALMIR ASSUNÇÃO,BPS,SSA,22
ADEMIR CAMILO,CNF,SSA,1
JOSÉ AUGUSTO MAIA,REC,PNZ,1
VALADARES FILHO,GRU,AJU,1
WILSON FILHO,JDO,BSB,1
MANUELA D'ÁVILA,POA,BSB,35
MARCO MAIA,POA,CGH,16
MENDONÇA FILHO,GRU,REC,11
LUIZ CARLOS HAULY,BSB,CWB,6
EDSON PIMENTA,BSB,CWB,1
NEWTON LIMA,BSB,RAO,21
AFONSO HAMM,BSB,NVT,1
ANGELO VANHONI,SDU,BSB,2
CIDA BORGHETTI,BSB,BSB,124
ALEXANDRE LEITE,BSB,VCP,1
ANTONIO IMBASSAHY,REC,SSA,3
EDUARDO BARBOSA,CNF,IPN,1
SUBTENENTE GONZAGA,BSB,CNF,37
BETO MANSUR,CGH,BSB,33
AFONSO FLORENCE,SSA,IOS,6
JOSÉ OTÁVIO GERMANO,BSB,BSB,31
ROGÉRIO CARVALHO,GRU,FOR,1
MARCON,FOR,POA,1
DANIEL ALMEIDA,GRU,SSA,10
ZÉ GERALDO,BSB,FOR,2
DAVI ALCOLUMBRE,BSB,SSA,1
CÉSAR HALUM,BSB,CGH,1
PAULO MALUF,BSB,GRU,24
ANÍBAL GOMES,BSB,SDU,2
GERALDO RESENDE,CGB,CGR,3
ABELARDO CAMARINHA,CGH,BSB,10
PAULO CESAR QUARTIERO,RAO,CGH,1
HUGO LEAL,BSB,CGH,5
CARLOS EDUARDO CADOCA,GRU,REC,1
LEONARDO QUINTÃO,BSB,MOC,1
JAIR BOLSONARO,BSB,SDU,19
ALEX CANZIANI,BSB,BSB,83
TIRIRICA,BSB,FLN,1
MARCOS MONTES,CGH,BSB,4
NEWTON LIMA,CGH,RAO,4
CLÁUDIO PUTY,MAB,BEL,15
GERALDO SIMÕES,GRU,IOS,1
ABELARDO CAMARINHA,BSB,BSB,15
MOREIRA MENDES,OAL,CGB,3
HUGO MOTTA,JPA,GIG,1
DAVI ALCOLUMBRE,CGH,BSB,4
MÁRCIO MARINHO,IOS,SSA,7
PROFESSOR SETIMO,BSB,MCP,1
MÁRCIO MARINHO,BSB,SSA,53
LUIZ SÉRGIO,BSB,CGH,3
MARÇAL FILHO,CGB,BSB,1
VALDIR COLATTO,FLN,XAP,4
HENRIQUE EDUARDO ALVES,SDU,BSB,15
LUIZ CARLOS HAULY,LDB,BSB,2
NILTON CAPIXABA,BSB,PMW,1
PROFESSORA DORINHA SEABRA REZENDE,BSB,CGH,3
FELIPE MAIA,GIG,NAT,2
VIEIRA DA CUNHA,POA,MVD,1
RAUL HENRY,GRU,REC,5
ARACELY DE PAULA,BSB,GRU,1
EDIO LOPES,PVH,BSB,1
ÁTILA LINS,BSB,BSB,11
EDSON SANTOS,BSB,CGH,1
PEDRO EUGÊNIO,BSB,REC,91
RUY CARNEIRO,GRU,REC,1
EUDES XAVIER,FOR,REC,1
AKIRA OTSUBO,CGR,BSB,31
MÁRCIO MARINHO,BSB,BSB,41
HUGO LEAL,CGH,SDU,6
NELSON PADOVANI,CGB,CWB,1
FRANCISCO CHAGAS,JTC,CGH,1
JORGE CÔRTE REAL,PNZ,REC,3
ARACELY DE PAULA,CNF,UBA,1
GERALDO SIMÕES,BSB,BSB,7
ROBERTO BRITTO,SSA,PNZ,1
WALDIR MARANHÃO,IMP,BSB,1
JESUS RODRIGUES,THE,GRU,3
PAULÃO,BSB,BSB,30
PR. MARCO FELICIANO,BSB,GRU,21
EDUARDO CUNHA,GIG,GRU,2
DR. PAULO CÉSAR,JPA,GIG,1
PAULÃO,BSB,SSA,2
GERALDO SIMÕES,BSB,BRA,1
EDSON SILVA,FOR,BSB,49
ZÉ SILVA,CNF,CGH,4
ZÉ VIEIRA,SLZ,THE,4
NILTON CAPIXABA,CGB,BVH,2
JÚLIO CESAR,GIG,THE,1
WLADIMIR COSTA,BEL,MAB,2
JOÃO RODRIGUES,FLN,XAP,15
RENATO ANDRADE,CNF,BSB,7
CARLOS ALBERTO LERÉIA,BSB,GYN,1
GABRIEL CHALITA,BSB,GRU,2
GUSTAVO PETTA,VCP-BSB,3
RENATO SIMÕES,JTC,VCP,2
BRUNO ARAÚJO,BSB,IOS,1
JÚLIO DELGADO,MOC,BSB,1
LUIZ FERNANDO MACHADO,GRU,BSB,2
NILMÁRIO MIRANDA,BSB,RAO,1
ROBERTO TEIXEIRA,GRU,REC,2
DR. UBIALI,VCP,BSB,3
MARIA LUCIA PRANDI,BSB,SDU,1
CÂNDIDO VACCAREZZA,SDU,GRU,1
MARINHA RAUPP,BSB,CNF,1
ARACELY DE PAULA,CNF,UDI,4
PAULO WAGNER,BSB,NAT,68
ZEQUINHA MARINHO,STM,BEL,2
DAVI ALCOLUMBRE,BSB,BSB,58
NILTON CAPIXABA,CGB,BSB,2
EDIO LOPES,PVH,BVB,1
PAULO ABI-ACKEL,BSB,BSB,58
FÉLIX MENDONÇA JÚNIOR,FOR,BSB,1
LEONARDO MONTEIRO,GVR,PLU,49
WELLINGTON ROBERTO,SDU,BSB,9
PAES LANDIM,PMW,BSB,3
NILMAR RUIZ,BSB,CGH,2
MENDONÇA FILHO,CGH,BSB,2
STEFANO AGUIAR,SDU,CNF,2
ANDRE MOURA,CNF,AJU,2
ALEX CANZIANI,BSB,SSA,6
JOÃO CALDAS,BSB,REC,3
BONIFÁCIO DE ANDRADA,IZA,BSB,1
NILMÁRIO MIRANDA,VCP,BSB,2
FRANCISCO TENÓRIO,BSB,REC,1
HENRIQUE OLIVEIRA,BSB,PVH,1
MÁRCIO FRANÇA,GRU,BSB,1
DR. ROSINHA,MGF,CWB,12
MÁRCIO MACÊDO,GRU,AJU,3
PAULO TEIXEIRA,BSB,FOR,1
ARNALDO JORDY,BSB,ATM,1
MANOEL JUNIOR,GRU,JPA,3
JOSUÉ BENGTSON,BSB,BSB,32
VANDER LOUBET,bsb,rj,1
ANSELMO DE JESUS,CGB,BSB,14
ONYX LORENZONI,POA,CGH,19
WEVERTON ROCHA,SLZ,THE,5
REINALDO AZAMBUJA,CGR,BSB,61
HENRIQUE AFONSO,CZS,RBR,27
CARLOS BEZERRA,CGB,ROO,6
CARLOS MELLES,UDI,VCP,1
PAULÃO,CGH,BSB,2
SIMPLÍCIO ARAÚJO,SLZ,REC,2
NELSON PADOVANI,CWB,IGU,3
PASTOR EURICO,GRU,REC,1
MARCOS MONTES,BSB,CNF,10
PEPE VARGAS,POA,BSB,30
ARNALDO JORDY,BSB,BEL,50
JOÃO PIZZOLATTI,BSB,BSB,55
GERALDO SIMÕES,IOS,BSB,17
LEONARDO MONTEIRO,BSB,GVR,5
CÂNDIDO VACCAREZZA,BSB,CGH,27
FLAVIANO MELO,CNF,BSB,1
JÚLIO DELGADO,CGH,BSB,3
CARLOS MANATO,GIG,BSB,1
ODÍLIO BALBINOTTI,CWB,MGF,2
SANDRA ROSADO,NAT,BSB,34
EDUARDO SCIARRA,IGU,CWB,12
JOÃO PIZZOLATTI,XAP,CWB,2
MARCO TEBALDI,FLN,XAP,1
JÚLIO DELGADO,BSB,BSB,68
MOREIRA MENDES,BSB,BSB,50
SIMPLÍCIO ARAÚJO,BSB,REC,1
RONALDO CAIADO,BSB,CGH,7
EROS BIONDINI,PLU,GRU,1
KEIKO OTA,GRU,BSB,47
VANDERLEI SIRAQUE,SJP,CGH,1
LUIZ CARLOS HAULY,CGH,CWB,4
CARLOS BEZERRA,BSB,OPS,1
RONALDO CAIADO,CGH,SSA,1
ELEUSES PAIVA,BSB,GRU,3
LEONARDO MONTEIRO,MOC,GVR,8
JOSÉ CARLOS VIEIRA,BSB,GIG,1
EDUARDO SCIARRA,BSB,IGU,1
MAURÍCIO QUINTELLA LESSA,GRU,MCZ,8
NILTON CAPIXABA,BSB,PVH,13
ARNALDO JORDY,BSB,SDU,2
REINHOLD STEPHANES,BSB,CGH,1
JOSUÉ BENGTSON,STM,BEL,1
LUIZ ARGÔLO,BRA,BSB,2
DUARTE NOGUEIRA,GRU,RAO,17
RODRIGO DE CASTRO,VCP,CNF,1
OSMAR SERRAGLIO,CAC,CWB,20
DR. ADILSON SOARES,SDU,BSB,1
LUCIO VIEIRA LIMA,NAT,SSA,1
LUIZ ARGÔLO,BRA,SSA,1
EDUARDO SCIARRA,VCP,BSB,1
JOSÉ CARLOS ARAÚJO,SSA,BPS,1
LINCOLN PORTELA,CNF,GVR,3
RONALDO CAIADO,CGH,BSB,11
ALEXANDRE ROSO,poa,bsb,1
ALEXANDRE TOLEDO,SSA,CGH,1
ANSELMO DE JESUS,BSB,PVH,6
EROS BIONDINI,PLU,GVR,1
JOSÉ CARLOS ARAÚJO,SSA,BSB,60
DELEGADO PROTÓGENES,PPB,CGH,2
LOURIVAL MENDES,GRU,SLZ,4
ADRIAN,BSB,SDU,41
MANDETTA,BSB,CGH,3
MANDETTA,BSB,CGR,45
NILSON LEITÃO,BSB,RBR,2
GLADSON CAMELI,CGH,BSB,2
MÁRCIO MARINHO,CGH,BSB,1
MANOEL JUNIOR,JPA,GIG,9
SABINO CASTELO BRANCO,GIG,MAO,1
MENDONÇA FILHO,BSB,CGH,7
JOÃO CARLOS BACELAR,ssa,bsb,1
NILTON CAPIXABA,PVH,MAO,1
COLBERT MARTINS,AJU,SSA,1
REINHOLD STEPHANES,CGH,BSB,3
BONIFÁCIO DE ANDRADA,UDI,PLU,2
GIOVANNI QUEIROZ,GYN,PMW,1
CAMILO COLA,BSB,CGH,1
DUARTE NOGUEIRA,GRU,REC,2
PADRE TON,GRU,PVH,2
RAUL HENRY,BSB,CGH,2
ALEXANDRE SILVEIRA,BSB,CNF,46
ALINE CORRÊA,GIG,REC,3
GABRIEL GUIMARÃES,VCP,BSB,1
NARCIO RODRIGUES,BSB,BSB,2
CLÁUDIO PUTY,BSB,MAB,6
JÂNIO NATAL,SSA,IOS,3
EURICO JÚNIOR,BSB,GYN,1
TAKAYAMA,CWB,MGF,5
JOÃO DADO,CGH,JTC,2
JOÃO BITTAR,CNF,CGH,3
PAULO FEIJÓ,BSB,BSB,63
LEONARDO GADELHA,JDO,BSB,1
INOCÊNCIO OLIVEIRA,REC,BSB,32
LUIZ CARLOS,BSB,FOR,1
LUIZ CARLOS HAULY,GRU,BSB,1
STEFANO AGUIAR,PLU,IPN,1
PAULO TEIXEIRA,CGH,PPB,1
VITOR PENIDO,VIX,CNF,1
JOÃO DADO,VCP,BSB,1
PADRE TON,CGB,OAL,15
JOÃO LEÃO,MCZ,BSB,1
MÁRCIO MARINHO,CGH,SSA,1
ARLINDO CHINAGLIA,GRU,BSB,2
ASDRUBAL BENTES,BEL,BSB,5
GIACOBO,CWB,GIG,1
GONZAGA PATRIOTA,FOR,REC,1
CLÁUDIO PUTY,BEL,ATM,3
AFONSO FLORENCE,BSB,PNZ,1
ZECA DIRCEU,IGU,BSB,1
PAULO BORNHAUSEN,SDU,CGH,1
FRANCISCO TENÓRIO,MCZ,GIG,1
RENAN FILHO,BSB,POA,4
DR. UBIALI,CGH,RAO,10
NELSON PELLEGRINO,NAT,REC,1
FRANCISCO PRACIANO,BSB,BSB,36
JORGE TADEU MUDALEN,CGH,PPB,1
CÂNDIDO VACCAREZZA,SSA,GRU,5
ARTHUR LIRA,BSB,NAT,2
CAMILO COLA,BSB,VIX,7
GLAUBER BRAGA,BSB,SDU,58
ZECA DIRCEU,BSB,IGU,4
EUDES XAVIER,FOR,BSB,40
PEDRO EUGÊNIO,BSB,BSB,92
EDINHO BEZ,BSB,POA,1
DEVANIR RIBEIRO,SJP,CGH,5
EDSON SANTOS,BSB,BSB,42
LUIZ SÉRGIO,BSB,BSB,138
FERNANDO TORRES,BSB-SSA,1
ALEX CANZIANI,BSB,SDU,1
PAULO ABI-ACKEL,BSB,SDU,1
EDSON SILVA,BSB,GRU,1
PAULO HENRIQUE LUSTOSA,FOR,BSB,2
JOSUÉ BENGTSON,BSB,BEL,34
CARLOS BRANDÃO,BSB,CNF,2
GABRIEL GUIMARÃES,SDU,CGH,3
OSMAR TERRA,GIG,BSB,1
DR. UBIALI,BSB,RAO,17
EDSON SANTOS,CGH,BSB,2
BETO MANSUR,BSB,RAO,1
CLAUDIO CAJADO,IOS,SSA,1
SARAIVA FELIPE,CNF,BSB,64
RICARDO IZAR,PPB,CGH,2
ARNON BEZERRA,BSB,FOR,57
WALDENOR PEREIRA,CNF,BSB,1
ZÉ GERALDO,BEL,MAB,19
NILMAR RUIZ,PMW,BSB,18
OSVALDO REIS,PMW,AUX,11
ARLINDO CHINAGLIA,CGH,BSB,50
RATINHO JUNIOR,BSB,VCP,1
MARCO MAIA,POA,BSB,82
ASSIS CARVALHO,SDU,BSB,1
ROBERTO TEIXEIRA,GRU,BSB,1
WALDENOR PEREIRA,SSA-VDC,2
CLÁUDIO PUTY,BEL,BSB,74
LAURIETE,GRU,VIX,3
CLÁUDIO PUTY,BEL,STM,22
ADEMIR CAMILO,CNF,CGH,5
DANRLEI DE DEUS HINTERHOLZ,BSB,POA,44
CARLOS ZARATTINI,BSB,SDU,2
ROMÁRIO,CGB,BSB,1
FÁBIO RAMALHO,CNF,SDU,11
MARGARIDA SALOMÃO,BSB,IZA,5
MÁRIO HERINGER,SDU,CNF,19
EURICO JÚNIOR,SDU,BSB,15
NEWTON CARDOSO,CNF,CGH,1
JEFFERSON CAMPOS,GRU,BSB,1
JOÃO RODRIGUES,FLN,GRU,1
JOÃO MAGALHÃES,CNF,GVR,2
JÚLIO DELGADO,BSB,CNF,50
ROBERTO FREIRE,BSB,MCZ,1
ARACELY DE PAULA,PLU,AAX,3
JOSÉ OTÁVIO GERMANO,GRU,POA,1
RENATO ANDRADE,CNF,SDU,1
RENZO BRAZ,CNF,BSB,57
CÉSAR HALUM,PMW,BSB,1
LUIZA ERUNDINA,GRU,REC,1
JANETE ROCHA PIETÁ,RAO,GRU,1
JOSÉ LINHARES,THE,BSB,1
ARNON BEZERRA,FOR,REC,2
GLADSON CAMELI,BSB,SDU,1
JOSÉ CHAVES,BSB,CGH,7
WILSON FILHO,SP,BSB,1
FÁTIMA PELAES,BSB,MCP,82
CHICO LOPES,GRU,FOR,4
AKIRA OTSUBO,CGR,CGH,7
CÂNDIDO VACCAREZZA,CGH,SJP,5
WILSON FILHO,JPA,GRU,1
ACELINO POPÓ,GRU,SSA,3
ALEXANDRE SILVEIRA,BSB,BSB,37
JOÃO ARRUDA,BSB,POA,2
LUIS TIBÉ,BSB,BSB,75
VALDIR COLATTO,BSB,BSB,7
PAULO TEIXEIRA,MAO,GRU,2
BILAC PINTO,BSB,VCP,6
ÁTILA LINS,BSB,CGH,1
MARIA DO ROSÁRIO,BSB,BSB,35
CELSO MALDANER,BSB,XAP,18
LAURIETE,GIG,BSB,2
WANDENKOLK GONÇALVES,MAB,BEL,34
LUIS TIBÉ,CGH,BSB,6
ALEXANDRE SILVEIRA,CGH,BSB,1
DARCÍSIO PERONDI,CGH,BSB,2
JOÃO CARLOS BACELAR,BPS,BSB,1
AKIRA OTSUBO,CGR,CGB,1
JOSÉ PRIANTE,STM,BEL,8
JOSÉ ROCHA,VIX,SSA,1
ROSINHA DA ADEFAL,SSA,MCZ,2
ANTONIO CARLOS MENDES THAME,VCP,BSB,9
JAIME MARTINS,CWB,PLU,1
ZÉ GERALDO,BEL,MAO,2
VILSON COVATTI,BSB,BSB,69
MAJOR FÁBIO,BSB,REC,5
PROFESSOR SÉRGIO DE OLIVEIRA,CWB,IGU,5
GLADSON CAMELI,MAO,CZS,2
DELEGADO PROTÓGENES,BSB,GRU,18
CARLOS BRANDÃO,BSB,CGH,5
NARCIO RODRIGUES,BSB,CNF,7
CÂNDIDO VACCAREZZA,BSB,BSB,39
ELISEU PADILHA,BSB,GRU,2
AELTON FREITAS,UDI,PLU,3
FILIPE PEREIRA,BSB,BSB,37
ALFREDO KAEFER,CWB,IGU,13
DIMAS FABIANO,GRU,BSB,2
OSVALDO REIS,BSB,BSB,35
ARTHUR OLIVEIRA MAIA,SSA,IOS,1
CARLOS BRANDÃO,BSB,CGR,2
PAULO PEREIRA DA SILVA,REC,GRU,6
CÉSAR HALUM,BSB,AUX,3
LEONARDO QUINTÃO,GRU,BSB,1
JERÔNIMO GOERGEN,POA,BSB,33
DUDIMAR PAXIUBA,BSB,MAB,1
JOSUÉ BENGTSON,BSB,SDU,2
DUDIMAR PAXIUBA,BSB,MAO,3
RODRIGO BETHLEM,SDU,BSB,18
ZÉ SILVA,UDI,PLU,1
ZÉ GERALDO,BEL,MCP,2
MARCELO MATOS,BSB,SDU,17
RENAN FILHO,MCZ,GIG,1
FERNANDO COELHO FILHO,PNZ,GRU,3
JOÃO DADO,VCP,SJP,1
LUIZ ARGÔLO,CNF,SSA,1
ARLINDO CHINAGLIA,VCP,MII,2
FRANCISCO TENÓRIO,MCZ,GRU,2
MANOEL JUNIOR,GIG,GRU,1
DR. JORGE SILVA,SDU,BSB,1
JUTAHY JUNIOR,BSB,VIX,2
OSMAR SERRAGLIO,CGH,MGF,1
FÁTIMA PELAES,BEL,MCP,8
OSMAR TERRA,POA,VCP,1
VINICIUS GURGEL,BEL,MCP,2
FILIPE PEREIRA,BSB,SDU,16
ALEXANDRE SANTOS,GIG,JPA,1
PAULO PIMENTA,BSB,GRU,1
LÁZARO BOTELHO,IMP,BSB,2
MOREIRA MENDES,BSB,SDU,1
NELSON MARCHEZAN JUNIOR,POA,BSB,52
JÚNIOR COIMBRA,CGH,BSB,4
ROBERTO DORNER,CWB,BSB,1
ALBERTO FILHO,THE,SLZ,3
NILDA GONDIM,BSB,BSB,4
OSMAR SERRAGLIO,BSB,MGF,13
LUIZ ARGÔLO,CNF,BSB,3
JOÃO CARLOS BACELAR,CGH,BSB,4
LUIZ COUTO,VIX,BSB,1
JOSÉ NUNES,PNZ,SSA,4
DOMINGOS DUTRA,SLZ,FOR,1
VINICIUS GURGEL,BSB,MCP,39
ZEZÉU RIBEIRO,SSA,BPS,1
PERPÉTUA ALMEIDA,BSB,RBR,65
MARCIO JUNQUEIRA,GRU,BSB,3
CÂNDIDO VACCAREZZA,CGH,BSB,31
ROSANE FERREIRA,BSB,PMW,1
JÚLIO DELGADO,BSB,CGH,6
PR. MARCO FELICIANO,RAO,BSB,39
RONALDO BENEDET,BSB,CWB,1
SÉRGIO BRITO,BSB,PPB,1
VIEIRA DA CUNHA,FLN,BSB,1
REINHOLD STEPHANES,BSB,CWB,29
GABRIEL GUIMARÃES,SDU,CNF,12
RODRIGO MAIA,BSB,SDU,62
