name,origin,destination,count
JOÃO PAULO PAPA,BSB,BSB,35
PAULÃO,BSB,CGH,2
THIAGO PEIXOTO,SDU,GYN,1
SUBTENENTE GONZAGA,MOC,CNF,1
MANDETTA,CGH,BSB,2
LUIZIANNE LINS,FOR,CGH,2
LAERCIO OLIVEIRA,AJU,GIG,1
CARLOS ZARATTINI,BSB,RAO,1
JOÃO PAULO PAPA,CGH,BSB,55
LUIZ CLÁUDIO,CGB,JPR,1
JOSÉ CARLOS ALELUIA,SDU,BSB,1
ÁTILA A. NUNES,BSB,SDU,3
NELSON MARQUEZELLI,BSB,VCP,23
RICARDO BARROS,VCP,MGF,1
ALEX CANZIANI,BSB,CGH,5
JOÃO DERLY,IGU,POA,1
MAURO BENEVIDES,FOR,BSB,9
FRANCISCO CHAPADINHA,MAO,BSB,2
PAULO ABI-ACKEL,BSB,CGH,2
JÚLIA MARINHO,BSB,CGH,2
MARCOS SOARES,BSB,GIG,37
SUBTENENTE GONZAGA,BSB,UBA,1
CÉSAR HALUM,BSB,BSB,8
HENRIQUE FONTANA,POA,CGH,1
BETO MANSUR,CGH,SDU,1
DAVIDSON MAGALHÃES,BPS,BSB,1
FRANCISCO CHAPADINHA,MAO,STM,4
ANDRÉ FUFUCA,BSB,BSB,82
ALUISIO MENDES,NAT,SLZ,1
SÉRGIO MORAES,GIG,POA,4
MARCOS MONTES,BSB,CGB,1
MARCOS MONTES,BSB,CGH,2
CAETANO,BSB,SSA,81
EVANDRO ROMAN,VCP,IGU,1
LUCIO MOSQUINI,BSB,PVH,37
PASTOR LUCIANO BRAGA,BSB,JDO,3
ARTHUR LIRA,BSB,MCZ,152
RONALDO LESSA,MCZ,GIG,2
EFRAIM FILHO,BSB,NAT,1
ARTHUR LIRA,CGH,MCZ,2
CACÁ LEÃO,BRA,SSA,1
LUIZ NISHIMORI,MGF,VCP,1
ZÉ AUGUSTO NALIN,BSB,REC,8
BEBETO,FOR,BSB,1
HUGO MOTTA,BSB,NAT,1
ESPERIDIÃO AMIN,FLN,XAP,10
HUGO LEAL,BSB,BSB,100
ANGELA ALBINO,CGH,FLN,1
JOSÉ REINALDO,BSB,CNF,1
PEDRO VILELA,CGH,BSB,6
ALEX CANZIANI,BSB,CAC,1
ROBERTO GÓES,BSB,GYN,3
CACÁ LEÃO,BRA,BSB,1
EVAIR VIEIRA DE MELO,CNF,BSB,1
MAJOR OLIMPIO,BSB,SDU,3
FÁBIO FARIA,BSB,REC,1
ROBERTO DE LUCENA,RAO,GRU,2
COVATTI FILHO,CNF,POA,1
IRACEMA PORTELLA,GRU,THE,2
EVANDRO ROMAN,SDU,BSB,3
PEDRO VILELA,BSB,BSB,72
KAIO MANIÇOBA,FOR,BSB,1
SUBTENENTE GONZAGA,BSB,UDI,2
JORGE SOLLA,BSB,BEL,1
MÁRIO NEGROMONTE JR.,SSA,BSB,56
MIGUEL HADDAD,VCP,VCP,1
BETO SALAME,BSB,MAB,53
INDIO DA COSTA,GIG,BSB,8
TEREZA CRISTINA,GIG,BSB,1
MOSES RODRIGUES,BSB,CGH,3
ASSIS DO COUTO,BSB,IGU,12
ANTÔNIO JÁCOME,BSB,CGH,4
NELSON MEURER,CWB,BSB,52
FRANKLIN,BSB,CGH,4
MÁRCIO MARINHO,BSB,CGH,1
PAULO FEIJÓ,BSB,SLZ,1
WELLINGTON ROBERTO,GIG,BSB,1
SÁGUAS MORAES,CGB,BSB,85
RODRIGO DE CASTRO,CNF,MOC,3
FLAVINHO,GRU,BSB,74
VITOR LIPPI,GRU,BSB,3
CHICO D'ANGELO,GIG,BSB,4
JULIÃO AMIN,IMP,SLZ,1
JORGE SOLLA,BSB,SDU,1
ROGÉRIO MARINHO,BSB,SDU,1
ALEXANDRE VALLE,CGH,SDU,3
MÁRIO NEGROMONTE JR.,SSA,SSA,1
JORGE SOLLA,IOS,SSA,4
JOSÉ AIRTON CIRILO,FOR,BSB,71
LUIZ CARLOS HAULY,CWB,LDB,8
DELEGADO ÉDER MAURO,BSB,NAT,1
DOMINGOS SÁVIO,SSA,BSB,2
JOSÉ FOGAÇA,POA,BSB,48
SIBÁ MACHADO,VCP,BSB,1
WELITON PRADO,BSB,BSB,15
MÁRIO NEGROMONTE JR.,SSA,BPS,2
ZECA CAVALCANTI,FLN,BSB,1
JOSÉ NUNES,SSA,BSB,80
ZECA DO PT,BSB,CGR,82
VICENTE CANDIDO,BSB,VCP,1
GUILHERME COELHO,PNZ,SSA,1
WELITON PRADO,BSB,SDU,1
EXPEDITO NETTO,CGR,BSB,2
MARCOS SOARES,GIG,CGH,5
JORGE SOLLA,BSB,BPS,1
DANIEL COELHO,BSB,IOS,1
CAPITÃO AUGUSTO,BSB,VCP,12
PAULO ABI-ACKEL,CGH,CNF,6
BENITO GAMA,FLN,XAP,1
LÚCIO VALE,BSB,MAB,4
ALIEL MACHADO,IGU,CWB,2
HERCULANO PASSOS,BSB,RAO,1
EZEQUIEL FONSECA,SDU,BSB,1
GORETE PEREIRA,BSB,JDO,1
JORGE SOLLA,BSB,SSA,63
DR. SINVAL MALHEIROS,SJP,BSB,87
ARTHUR OLIVEIRA MAIA,BPS,BSB,2
VICENTINHO,PPB,VCP,1
RÔMULO GOUVEIA,BSB,FOR,1
PR. MARCO FELICIANO,RAO,ARU,1
GUILHERME COELHO,PNZ,BSB,6
ADEMIR CAMILO,CNF,SLZ,1
MARINHA RAUPP,JPR,BSB,1
BETO SALAME,MAB,BEL,42
JOÃO CARLOS BACELAR,GRU,BSB,2
WEVERTON ROCHA,BSB,CWB,1
SORAYA SANTOS,SDU,BSB,168
CAJAR NARDES,POA,RIA,1
ERIVELTON SANTANA,BSB,VDC,4
KEIKO OTA,GRU,SDU,2
HUGO LEAL,BSB,BPS,1
MENDONÇA FILHO,BSB,BSB,32
FRANKLIN,CGH,CNF,3
CELSO RUSSOMANNO,BSB,CGH,67
PEDRO UCZAI,XAP,FLN,20
ULDURICO JUNIOR,VDC,BSB,2
ROSANGELA GOMES,BSB,SDU,7
CACÁ LEÃO,BSB,GRU,1
LEONARDO QUINTÃO,CNF,IPN,7
MARX BELTRÃO,BSB,BSB,42
DULCE MIRANDA,BSB,PMW,141
PEDRO UCZAI,POA,BSB,1
DIEGO GARCIA,LDB,CWB,2
JOSÉ AIRTON CIRILO,BSB,GRU,2
LUIZA ERUNDINA,BSB,JPA,5
CARLOS ANDRADE,MAB,BVB,1
DUARTE NOGUEIRA,RAO,CWB,1
FERNANDO JORDÃO,SDU,VCP,1
JOÃO CARLOS BACELAR,GRU,SSA,16
RONALDO LESSA,MCZ,GRU,3
PAES LANDIM,BSB,REC,2
JOSÉ PRIANTE,GRU,BSB,1
VALADARES FILHO,AJU,REC,1
LUIZ SÉRGIO,BSB,CNF,2
WOLNEY QUEIROZ,REC,GRU,3
ARTHUR OLIVEIRA MAIA,BPS,SSA,1
FÁBIO FARIA,VCP,BSB,1
ALEXANDRE VALLE,BSB,SDU,9
VALMIR ASSUNÇÃO,SSA,GRU,6
ODELMO LEÃO,BSB,CNF,3
VICTOR MENDES,THE,BSB,1
JOSÉ GUIMARÃES,GRU,JDO,1
DANIEL ALMEIDA,SSA,PNZ,7
WALDIR MARANHÃO,IMP,SLZ,2
RONALDO BENEDET,BSB,VCP,2
FÁBIO MITIDIERI,BSB,BSB,10
AROLDE DE OLIVEIRA,BSB,SDU,6
LUIZ CLÁUDIO,BSB,GRU,2
HUGO LEAL,BSB,SJP,1
RICARDO BENTINHO,BSB,CGH,19
POMPEO DE MATTOS,XAP,BSB,1
HÉLIO LEITE,BSB,BEL,62
FÁBIO RAMALHO,BSB,GVR,2
REINHOLD STEPHANES,BSB,BSB,6
WALDIR MARANHÃO,BSB,MCZ,1
RODRIGO MAIA,BSB,CGH,5
TIA ERON,BPS,SSA,2
ROSINHA DA ADEFAL,BSB,BSB,6
JAIR BOLSONARO,VIX,BSB,3
CARLOS ANDRADE,IMP,BSB,1
ANTONIO IMBASSAHY,SSA,VDC,3
CAPITÃO AUGUSTO,GRU,BSB,2
EVANDRO GUSSI,CGH,PPB,6
JOSÉ GUIMARÃES,BSB,CGH,1
JOÃO CASTELO,SDU,BSB,5
JOÃO RODRIGUES,BSB,CGH,1
JOSÉ CARLOS ARAÚJO,SSA,CGH,1
FERNANDO MONTEIRO,PNZ,REC,16
LÚCIO VALE,MAB,BEL,6
LEONARDO QUINTÃO,GRU,CNF,1
PAULO FEIJÓ,BSB,SDU,88
PEDRO PAULO,SDU,BSB,42
TIRIRICA,BSB,FOR,28
GEOVANIA DE SÁ,BSB,NVT,1
BRUNNY,GVR,CGB,1
BRUNNY,BSB,SJP,1
DAGOBERTO NOGUEIRA,BSB,AJU,1
FAUSTO PINATO,SJP,BSB,15
ROBERTO FREIRE,VCP,PPB,1
ANTONIO IMBASSAHY,IOS,SSA,2
JAIR BOLSONARO,BSB,REC,1
MAIA FILHO,THE,BSB,4
EVANDRO ROMAN,BSB,POA,1
FÁBIO MITIDIERI,BSB,SSA,4
SÁGUAS MORAES,SDU,BSB,1
NILTON CAPIXABA,SDU,BSB,1
HÉLIO LEITE,BSB,SDU,2
IRAJÁ ABREU,PMW BSB,2
VALMIR ASSUNÇÃO,BPS,SSA,11
VALADARES FILHO,GRU,AJU,5
WILSON FILHO,JDO,BSB,7
CARMEN ZANOTTO,FLN,GIG,1
MARCO MAIA,POA,CGH,1
MENDONÇA FILHO,GRU,REC,4
CLARISSA GAROTINHO,SDU,SDU,1
ADELMO CARNEIRO LEÃO,BSB,BSB,13
JOSÉ FOGAÇA,BSB,CWB,1
LUIZ CARLOS HAULY,BSB,CWB,5
RICARDO BARROS,BSB,CGH,6
ROCHA,BSB,CZS,2
SARAIVA FELIPE,SSA,CNF,1
ADEMIR CAMILO,BSB,GIG,1
EFRAIM FILHO,JPA,GRU,1
SERGIO SOUZA,CWB,IGU,2
DILCEU SPERAFICO,IGU,POA,1
RICARDO BARROS,MGF,GIG,1
SUBTENENTE GONZAGA,BSB,CNF,90
BETO MANSUR,CGH,BSB,58
VAL AMÉLIO,BSB,BSB,2
AFONSO FLORENCE,SSA,IOS,3
JOSÉ OTÁVIO GERMANO,BSB,BSB,203
PAES LANDIM,PHB,REC,1
DANIEL ALMEIDA,GRU,SSA,5
HIRAN GONÇALVES,CWB,BSB,2
LAERCIO OLIVEIRA,VCP,BSB,2
RICARDO IZAR,RAO,CGH,1
CÉSAR HALUM,BSB,CGH,1
JOSÉ OTÁVIO GERMANO,CGH,BSB,1
ALAN RICK,CGH,BSB,1
MARINHA RAUPP,BSB,CGH,3
PAULO MALUF,BSB,GRU,7
MARINHA RAUPP,BSB,CGB,7
ZENAIDE MAIA,CNF,BSB,1
MARCUS VICENTE,GIG,VIX,1
MARCO ANTÔNIO CABRAL,SDU,BSB,1
ALFREDO KAEFER,MGF,CWB,3
JAIR BOLSONARO,BSB,SDU,26
ALEX CANZIANI,BSB,BSB,226
DILCEU SPERAFICO,IGR,AEP,1
TIRIRICA,BSB,FLN,2
MARCOS MONTES,CGH,BSB,8
RUBENS BUENO,GIG,BSB,1
DELEGADO FRANCISCHINI,SDU,BSB,1
LUIS CARLOS HEINZE,SDU,BSB,1
MÁRCIO MARINHO,IOS,SSA,1
JOÃO DERLY,BEL,BSB,1
MÁRCIO MARINHO,BSB,SSA,75
LUIZ SÉRGIO,BSB,CGH,7
ORLANDO SILVA,SDU,BSB,1
THIAGO PEIXOTO,CGB,GYN,1
JOVAIR ARANTES,MGF,CWB,1
SIMONE MORGADO,BEL,RIO,1
MISSIONÁRIO JOSÉ OLIMPIO,CGH,IZA,2
MÁRIO HERINGER,SDU,VCP,1
HERCULANO PASSOS,VCP,BSB,42
VALDIR COLATTO,FLN,XAP,15
MÁRCIO MARINHO,BSB,BRA,1
LUIZ CARLOS HAULY,LDB,BSB,4
JORGINHO MELLO,BSB,SDU,1
PROFESSORA DORINHA SEABRA REZENDE,BSB,CGH,4
DELEGADO ÉDER MAURO,GIG,BEL,1
FELIPE MAIA,GIG,NAT,11
LEANDRE,CGH,BSB,1
RAIMUNDO GOMES DE MATOS,FOR,GRU,3
ROGÉRIO MARINHO,CGH,BSB,14
VENEZIANO VITAL DO RÊGO,BSB,JPA,16
ÁTILA LINS,BSB,BSB,8
FÁBIO MITIDIERI,BSB,CGH,1
HISSA ABRAHÃO,BSB,SDU,1
MÁRCIO MARINHO,BSB,BSB,32
JHC,BSB,REC,8
EDUARDO BOLSONARO,nvt-bsb,1
FÉLIX MENDONÇA JÚNIOR,FOR,SSA,1
VICENTE CANDIDO,RJ-SP,1
ADAIL CARNEIRO,FOR,BSB,30
CELSO RUSSOMANNO,CGH,BSB,93
ODELMO LEÃO,UDI,BSB,44
PAULÃO,BSB,BSB,60
DIEGO GARCIA,BSB,MII,1
MAJOR OLIMPIO,BSB,BSB,2
PR. MARCO FELICIANO,BSB,GRU,41
LAERCIO OLIVEIRA,REC,BSB,1
JOÃO RODRIGUES,BSB,CNF,1
PEDRO VILELA,BSB,SDU,1
CARMEN ZANOTTO,BSB,LAJ,4
ALFREDO NASCIMENTO,PVH,BSB,1
JEAN WYLLYS,SDU,GYN,1
LAUDIVIO CARVALHO,bsb,cnf,4
TADEU ALENCAR,BSB,JDO,4
MARX BELTRÃO,BSB,CGH,2
MAJOR OLIMPIO,CGH,BSB,22
GERALDO RESENDE,FOR,BSB,2
JOSÉ REINALDO,CGH,BSB,1
ZÉ SILVA,CNF,CGH,2
JOÃO RODRIGUES,FLN,XAP,11
HUGO LEAL,CGH,SJP,1
CELSO RUSSOMANNO,BSB,BSB,24
CHICO ALENCAR,BSB,FLN,1
DÂMINA PEREIRA,FOR,BSB,1
MARCELO BELINATI,BSB,LDB,8
SHÉRIDAN,BSB-GRU,2
PEDRO CUNHA LIMA,JPA,BSB,38
JOSÉ MENTOR,CGH,PPB,1
VITOR LIPPI,BSB,CWB,1
NILTON CAPIXABA,CGB,BSB,1
PAULO ABI-ACKEL,BSB,BSB,63
WELLINGTON ROBERTO,SDU,BSB,5
PAES LANDIM,PMW,BSB,2
OSMAR SERRAGLIO,BSB,LDB,28
MENDONÇA FILHO,CGH,BSB,3
CÉSAR MESSIAS,CZS,RBR,7
CHICO D'ANGELO,SDU,BSB,70
JORGE SOLLA,BSB,BSB,45
LOBBE NETO,BSB,VCP,47
PAULO ABI-ACKEL,BSB,SSA,2
AUGUSTO COUTINHO,JDO,REC,2
RICARDO BENTINHO,CGH,BSB,15
ALEX CANZIANI,CGH,CWB,1
CARMEN ZANOTTO,FLN,XAP,1
ALEXANDRE SERFIOTIS,BSB,SDU,12
SHÉRIDAN,JPA-BSB,1
PAULO TEIXEIRA,BSB,FOR,1
IRACEMA PORTELLA,GRU,BSB,2
MANOEL JUNIOR,GRU,JPA,3
DOMINGOS NETO,FOR,GIG,1
JOSUÉ BENGTSON,BSB,BSB,77
ONYX LORENZONI,POA,CGH,10
WEVERTON ROCHA,SLZ,THE,2
PEDRO VILELA,SLZ,BSB,1
BRUNNY,GVR,CNF,10
CARLOS BEZERRA,CGB,ROO,1
PAULÃO,CGH,BSB,3
BALEIA ROSSI,CGH,RAO,1
HERÁCLITO FORTES,GRU,BSB,2
JERÔNIMO GOERGEN,BVB,BSB,1
CONCEIÇÃO SAMPAIO,BSB,MAO,46
WILLIAM WOO,BSB,REC,1
JOSÉ NUNES,BSB,GRU,1
VICTOR MENDES,CGH,BSB,1
MÁRIO HERINGER,UBA,SDU,1
ALEXANDRE VALLE,BSB,BSB,56
JOSÉ CARLOS ARAÚJO,BSB,PNZ,5
PASTOR EURICO,GRU,REC,1
MARCOS MONTES,BSB,CNF,2
PEPE VARGAS,POA,BSB,35
ARNALDO JORDY,BSB,BEL,73
RAIMUNDO GOMES DE MATOS,GRU,CWB,2
LEONARDO MONTEIRO,BSB,GVR,7
JÚLIO DELGADO,CGH,BSB,2
EDUARDO BOLSONARO,cgh-POA,1
EDINHO BEZ,NVT,BSB,1
WEVERTON ROCHA,BSB,CGH,7
ROSANGELA GOMES,BSB,BSB,25
RUBENS BUENO,LDB,VCP,1
ONYX LORENZONI,URG,POA,1
JÚLIO DELGADO,BSB,BSB,48
PROFESSORA DORINHA SEABRA REZENDE,BSB,CNF,1
JORGE SOLLA,CGH,SSA,3
JOSÉ PRIANTE,GRU,BEL,2
ROBERTO SALES,BSB,GIG,41
ROGÉRIO PENINHA MENDONÇA,CWB,BSB,2
EVANDRO ROMAN,CGB,CAC,1
RUBENS BUENO,MGF,CGH,1
KEIKO OTA,GRU,BSB,78
WEVERTON ROCHA,BSB,THE,2
EDUARDO BOLSONARO,sdu-cgh,3
MARCOS ROGÉRIO,MCZ,BSB,1
JÚLIA MARINHO,STM,BEL,1
JORGE BOEIRA,JJG,BSB,3
CARLOS MELLES,RAO,GRU,3
KAIO MANIÇOBA,PNZ,REC,1
VANDERLEI MACRIS,GRU,BSB,1
MAURÍCIO QUINTELLA LESSA,GRU,MCZ,1
NILTON CAPIXABA,BSB,PVH,3
ARNALDO JORDY,BSB,SDU,2
LAERCIO OLIVEIRA,AJU,FOR,1
MOEMA GRAMACHO,BSB,REC,1
RAQUEL MUNIZ,THE,BSB,1
JHC,BSB,AJU,2
SERGIO SOUZA,BWB,BSB,1
OSMAR SERRAGLIO,CAC,CWB,1
JORGE SOLLA,CGH,BSB,2
RAFAEL MOTTA,CGH,NAT,2
STEFANO AGUIAR,BSB,POA,3
FRANCISCO CHAPADINHA,SLZ,BEL,1
JOSÉ CARLOS ARAÚJO,SSA,BPS,3
CREUZA PEREIRA,BSB,GRU,1
MARQUINHO MENDES,BSB,GIG,6
JOSÉ CARLOS ARAÚJO,SSA,BSB,61
NILTO TATTO,CNF,CGH,1
MANDETTA,BSB,CGH,7
ANDRES SANCHEZ,SDU,GRU,1
MANDETTA,BSB,CGR,56
BETO SALAME,BEL,ATM,4
DOMINGOS SÁVIO,SSA,CNF,1
VICENTE ARRUDA,BSB,GIG,1
ELIZEU DIONIZIO,CGH,BSB,1
GUILHERME COELHO,GRU,PNZ,2
DR. SINVAL MALHEIROS,GRU,BSB,12
JOÃO RODRIGUES,FLN,GIG,1
MANOEL JUNIOR,JPA,GIG,2
MENDONÇA FILHO,BSB,CGH,2
VITOR VALIM,BSB,REC,1
VICENTINHO,PMW,BSB,1
ARTHUR VIRGÍLIO BISNETO,SDU,BSB,4
RÔMULO GOUVEIA,BSB,EZE,1
VALDIR COLATTO,FLN,GIG,1
SERGIO SOUZA,IGU,CWB,1
LUCIO VIEIRA LIMA,FOR,SSA,1
MARCIO ALVINO,VCP,GIG,1
PR. MARCO FELICIANO,BSB,GIG,1
FRANKLIN,BSB,CNF,26
MARCOS SOARES,GIG,BSB,53
CACÁ LEÃO,BSB,GIG,1
MARCOS SOARES,SDU,BSB,19
TAKAYAMA,CWB,MGF,1
ANDRÉ FUFUCA,BSB,CGH,1
PAULO FEIJÓ,BSB,BSB,68
ZECA DO PT,CGH,BSB,2
ANGELA ALBINO,SLZ,GRU,1
JOÃO PAULO PAPA,BSB,SDU,1
ZECA CAVALCANTI,REC,GRU,2
TONINHO WANDSCHEER,CWB,CGH,2
BEBETO,REC,IOS,1
JOSÉ PRIANTE,POA,CGH,1
CHRISTIANE DE SOUZA YARED,BSB,SDU,1
MARINALDO ROSENDO,BSB,REC,337
BETO SALAME,MAB,BSB,67
ALFREDO NASCIMENTO,BSB,MAO,10
MÁRCIO MARINHO,CGH,SSA,2
ARLINDO CHINAGLIA,GRU,BSB,2
JOSÉ REINALDO,BSB,CGH,1
BETO ROSADO,NAT,GIG,1
ODELMO LEÃO,BSB,UDI,16
JOÃO FERNANDO COUTINHO,REC,PNZ,6
PAULO TEIXEIRA,CGH,POA,4
WADIH DAMOUS,BSB,CWB,1
ZECA DIRCEU,IGU,BSB,1
RAUL JUNGMANN,REC,GIG,1
JUNIOR MARRECA,GIG,BSB,1
VITOR LIPPI,CWB,BSB,4
REGINALDO LOPES,CGH,BSB,1
RICARDO BARROS,CGH,CWB,1
ELMAR NASCIMENTO,SSA,PNZ,9
GLAUBER BRAGA,BSB,SDU,85
ZECA DIRCEU,BSB,IGU,3
MARINHA RAUPP,BSB,BVB,1
RICARDO BARROS,BSB,CWB,29
ODORICO MONTEIRO,BSB,CGH,6
LUIZ SÉRGIO,BSB,BSB,158
GILBERTO NASCIMENTO,CGH,SDU,1
PAULO ABI-ACKEL,BSB,SDU,4
PAULO HENRIQUE LUSTOSA,FOR,BSB,9
JOSUÉ BENGTSON,BSB,BEL,42
ALEXANDRE VALLE,BSB,RIO,3
VALTENIR PEREIRA,SSA,GRU,1
CLAUDIO CAJADO,IOS,SSA,1
SARAIVA FELIPE,CNF,BSB,81
MARCON,PFB,BSB,2
JUNIOR MARRECA,RAO,GRU,3
FAUSTO PINATO,SJP,CGH,26
ARNON BEZERRA,BSB,FOR,63
GENECIAS NORONHA,FLN,BSB,1
PEDRO VILELA,REC,BSB,1
WALDENOR PEREIRA,CNF,BSB,2
ZÉ GERALDO,BEL,MAB,5
LIDERANÇA DO PT,SP,BSB,2
ARLINDO CHINAGLIA,CGH,BSB,67
JHC,REC,BSB,8
MARCO MAIA,POA,BSB,55
ANDRÉ FUFUCA,THE,SLZ,1
PAULO FOLETTO,GIG,BSB,1
EFRAIM FILHO,REC,GRU,1
FÁBIO MITIDIERI,BSB,CWB,2
HISSA ABRAHÃO,BSB,BSB,66
ANÍBAL GOMES,BEL,FOR,2
CAPITÃO AUGUSTO,MVD,GRU,1
PAULO TEIXEIRA,GRU,MAO,1
MARINHA RAUPP,CGH,BSB,3
DR. JOÃO,GIG,JPA,1
EDUARDO BARBOSA,UDI,BSB,2
SARAIVA FELIPE,BSB,IOS,1
ODELMO LEÃO,BSB,BSB,45
ADEMIR CAMILO,CNF,CGH,3
DANRLEI DE DEUS HINTERHOLZ,BSB,POA,53
CARLOS ZARATTINI,BSB,SDU,1
PR. MARCO FELICIANO,CNF,BSB,2
FRANKLIN,GVR,CNF,1
FÁBIO RAMALHO,CNF,SDU,13
MÁRIO HERINGER,SDU,CNF,19
JEFFERSON CAMPOS,GRU,BSB,1
JOÃO RODRIGUES,FLN,GRU,3
SAMUEL MOREIRA,CGH,PPB,1
LUCIANO DUCCI,BSB,BSB,16
JÚLIO DELGADO,BSB,CNF,69
PAULO AZI,BSB,CGH,2
HUGO MOTTA,GRU,BSB,2
ADELSON BARRETO,BSB,MAO,1
LIDERANÇA DO PT,SP,SSA,2
CARLOS SAMPAIO,VCP,IZA,1
MENDONÇA FILHO,CGH,REC,2
SERGIO SOUZA,CWB,GRU,2
BRUNO COVAS,BSB,CGH,89
RENZO BRAZ,CNF,BSB,32
CÉSAR HALUM,PMW,BSB,16
MARCELO ARO,BSB-CNF,18
MAJOR OLIMPIO,BSB,RAO,1
CELSO RUSSOMANNO,BSB,SDU,1
FERNANDO MONTEIRO,REC,PNZ,17
VALDIR COLATTO,CGH,BSB,2
ROSINHA DA ADEFAL,REC,MCZ,1
JORGE SOLLA,BSB,THE,1
CHICO LOPES,GRU,FOR,3
FRANKLIN,BSB,SDU,4
ALEXANDRE VALLE,GYN,BSB,1
DANIEL COELHO,REC,BSB,68
LUIS TIBÉ,BSB,BSB,47
SIBÁ MACHADO,BSB,GYN,2
VALDIR COLATTO,BSB,BSB,25
NILTON CAPIXABA,BSB,OAL,3
PAULO TEIXEIRA,MAO,GRU,1
BILAC PINTO,BSB,VCP,10
CHICO ALENCAR,FOR,BSB,2
MISAEL VARELLA,BSB,CNF,38
WADIH DAMOUS,CWB,BSB,1
ELIZIANE GAMA,SSA,SLZ,2
ÁTILA LINS,BSB,CGH,2
MARIA DO ROSÁRIO,BSB,BSB,48
ROGÉRIO MARINHO,BSB,CGH,8
CELSO MALDANER,BSB,XAP,61
CRISTIANE BRASIL,BSB,GIG,57
JORGE SOLLA,BSB,CGH,1
SÉRGIO REIS,BSB,BSB,37
ROBERTO GÓES,BEL,FOR,1
CARLOS MARUN,POA,CGR,5
LUIS TIBÉ,CGH,BSB,3
DARCÍSIO PERONDI,CGH,BSB,6
JOSÉ PRIANTE,STM,BEL,3
AFONSO MOTTA,POA,BSB,26
ANGELA ALBINO,BSB,VCP,1
ANTONIO CARLOS MENDES THAME,VCP,BSB,15
DIEGO GARCIA,GRU,BSB,2
BENEDITA DA SILVA,GRU,SDU,1
PROFESSOR SÉRGIO DE OLIVEIRA,CWB,IGU,2
PAULO PEREIRA DA SILVA,SSA,GRU,1
ADELMO CARNEIRO LEÃO,BSB,UBA,2
ADILTON SACHETTI,BSB,GRU,7
SEVERINO NINHO,GIG,REC,1
DR. SINVAL MALHEIROS,BSB,VCP,6
CLAUDIO CAJADO,BSB,MCZ,1
MOEMA GRAMACHO,BSB,SSA,109
ROBERTO FREIRE,CGH,MCZ,1
ULDURICO JUNIOR,BSB,IOS,2
ALFREDO KAEFER,CWB,IGU,3
DIMAS FABIANO,GRU,BSB,3
PASTOR EURICO,CWB,BSB,2
LUIZ CARLOS BUSATO,BSB,GRU,1
MOEMA GRAMACHO,BSB,BRA,3
RONALDO CARLETTO,SSA,IOS,2
JÚLIO DELGADO,CNF,MOC,1
MANDETTA,BSB,CNF,2
NILSON PINTO,BSB,MAO,1
HEITOR SCHUCH,VCP,BSB,1
JERÔNIMO GOERGEN,POA,BSB,37
SARAIVA FELIPE,CNF,SSA,2
LUIZ CARLOS RAMOS,BSB,GIG,5
PROFESSORA MARCIVANIA,BEL,MCP,1
RODRIGO MAIA,CGH,SDU,2
ADELMO CARNEIRO LEÃO,MOC,CNF,3
DANRLEI DE DEUS HINTERHOLZ,MVD,GRU,1
JOSUÉ BENGTSON,BSB,SDU,1
LUIS TIBÉ,BSB,SSA,1
CARLOS ZARATTINI,CGH,SDU,3
DELEGADO FRANCISCHINI,SDU,CGH,1
TEREZA CRISTINA,CGR,CGH,1
HISSA ABRAHÃO,CGH,BSB,1
LEÔNIDAS CRISTINO,FOR,GRU,1
MARCELO MATOS,BSB,SDU,20
DUARTE NOGUEIRA,VCP,BSB,1
TONINHO WANDSCHEER,CWB,VCP,1
JONES MARTINS,BSB,POA,32
ZECA CAVALCANTI,REC,GIG,1
ALEXANDRE SERFIOTIS,BSB,BSB,27
JOÃO CARLOS BACELAR,BPS,SSA,2
JOSÉ ROCHA,BSB,SDU,4
GUILHERME COELHO,FOR,BSB,1
ANTÔNIO JÁCOME,CGH,BSB,7
MOEMA GRAMACHO,CGH,BSB,2
CLARISSA GAROTINHO,SDU,CAW,1
HENRIQUE FONTANA,POA,URG,1
GEORGE HILTON,POA,CNF,1
SORAYA SANTOS,GIG,JPA,5
ALFREDO KAEFER,CAC,GRU,3
JUTAHY JUNIOR,BSB,VIX,2
MARCOS REATEGUI,MCP,BSB,23
OSMAR SERRAGLIO,CGH,MGF,5
ONYX LORENZONI,POA,URG,1
ALBERTO FILHO,RAO,BSB,1
PAULO PIMENTA,BSB,GRU,1
DIEGO GARCIA,LDB,BSB,4
JOÃO GUALBERTO,VDC,SSA,1
NELSON MARCHEZAN JUNIOR,POA,BSB,76
SILVIO TORRES,BSB,GRU,3
ARLINDO CHINAGLIA,CGH,SJP,1
OSMAR SERRAGLIO,BSB,MGF,6
MOEMA GRAMACHO,BSB,BSB,46
HERCULANO PASSOS,BSB,SDU,1
BILAC PINTO,CNF,SDU,2
JOÃO CARLOS BACELAR,CGH,BSB,14
EDUARDO BARBOSA,CNF,GVR,1
HERÁCLITO FORTES,REC,CGH,1
ZÉ SILVA,PLU,RAO,1
FERNANDO MONTEIRO,CNF,BSB,3
CARLOS MARUN,VCP,DOU,2
JOSÉ AIRTON CIRILO,FOR,REC,1
GIACOBO,CAC,GRU,2
TADEU ALENCAR,REC,BSB,85
DANILO FORTE,SSA,FOR,1
